time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,year,month,day,hour,day_of_year,season
2025-01-01 00:00:00,185.8,188.6,1645.0,56.7,49.7,31.0,2025,1,1,0,1,Winter
2025-01-01 01:00:00,174.6,177.4,1551.0,44.8,39.7,39.0,2025,1,1,1,1,Winter
2025-01-01 02:00:00,164.4,166.7,1478.0,34.6,31.5,46.0,2025,1,1,2,1,Winter
2025-01-01 03:00:00,156.5,158.8,1418.0,26.7,26.0,52.0,2025,1,1,3,1,Winter
2025-01-01 04:00:00,149.5,151.8,1379.0,20.6,22.3,57.0,2025,1,1,4,1,Winter
2025-01-01 05:00:00,156.5,158.3,1377.0,33.3,29.0,44.0,2025,1,1,5,1,Winter
2025-01-01 06:00:00,144.4,146.2,1458.0,31.4,27.8,48.0,2025,1,1,6,1,Winter
2025-01-01 07:00:00,138.3,140.6,1577.0,28.7,26.1,54.0,2025,1,1,7,1,Winter
2025-01-01 08:00:00,136.4,138.8,1615.0,26.0,25.1,64.0,2025,1,1,8,1,Winter
2025-01-01 09:00:00,141.1,143.0,1494.0,23.3,25.2,80.0,2025,1,1,9,1,Winter
2025-01-01 10:00:00,129.9,132.2,1294.0,20.5,25.9,99.0,2025,1,1,10,1,Winter
2025-01-01 11:00:00,122.5,125.3,1131.0,18.2,26.6,118.0,2025,1,1,11,1,Winter
2025-01-01 12:00:00,115.5,118.3,1034.0,15.4,27.1,138.0,2025,1,1,12,1,Winter
2025-01-01 13:00:00,108.7,111.8,974.0,13.1,27.6,157.0,2025,1,1,13,1,Winter
2025-01-01 14:00:00,103.6,106.6,992.0,14.1,28.0,164.0,2025,1,1,14,1,Winter
2025-01-01 15:00:00,99.4,102.7,1143.0,21.0,28.2,149.0,2025,1,1,15,1,Winter
2025-01-01 16:00:00,100.4,102.9,1370.0,31.3,28.3,121.0,2025,1,1,16,1,Winter
2025-01-01 17:00:00,148.5,151.8,1543.0,52.6,36.4,90.0,2025,1,1,17,1,Winter
2025-01-01 18:00:00,157.4,160.7,1605.0,55.0,36.8,77.0,2025,1,1,18,1,Winter
2025-01-01 19:00:00,162.1,165.3,1613.0,58.0,37.4,59.0,2025,1,1,19,1,Winter
2025-01-01 20:00:00,167.6,170.4,1603.0,58.6,37.5,46.0,2025,1,1,20,1,Winter
2025-01-01 21:00:00,171.8,174.6,1587.0,55.1,37.2,41.0,2025,1,1,21,1,Winter
2025-01-01 22:00:00,175.1,178.3,1553.0,49.2,36.4,41.0,2025,1,1,22,1,Winter
2025-01-01 23:00:00,174.2,177.0,1504.0,42.6,35.0,42.0,2025,1,1,23,1,Winter
2025-01-02 00:00:00,167.6,170.4,1427.0,35.3,32.1,45.0,2025,1,2,0,2,Winter
2025-01-02 01:00:00,163.0,165.8,1335.0,27.3,28.6,50.0,2025,1,2,1,2,Winter
2025-01-02 02:00:00,157.9,160.7,1271.0,21.0,26.2,54.0,2025,1,2,2,2,Winter
2025-01-02 03:00:00,151.8,154.6,1242.0,17.0,25.8,57.0,2025,1,2,3,2,Winter
2025-01-02 04:00:00,146.7,149.5,1241.0,14.6,26.6,61.0,2025,1,2,4,2,Winter
2025-01-02 05:00:00,147.1,149.9,1288.0,15.3,28.2,64.0,2025,1,2,5,2,Winter
2025-01-02 06:00:00,143.4,146.7,1433.0,19.6,30.4,61.0,2025,1,2,6,2,Winter
2025-01-02 07:00:00,146.7,150.4,1625.0,25.4,33.5,58.0,2025,1,2,7,2,Winter
2025-01-02 08:00:00,148.1,151.8,1732.0,28.4,35.9,64.0,2025,1,2,8,2,Winter
2025-01-02 09:00:00,149.5,152.7,1677.0,26.2,36.9,89.0,2025,1,2,9,2,Winter
2025-01-02 10:00:00,139.2,143.9,1535.0,21.2,37.1,123.0,2025,1,2,10,2,Winter
2025-01-02 11:00:00,129.5,134.6,1404.0,17.0,37.2,149.0,2025,1,2,11,2,Winter
2025-01-02 12:00:00,118.5,123.9,1283.0,13.7,37.2,163.0,2025,1,2,12,2,Winter
2025-01-02 13:00:00,107.1,112.9,1173.0,11.2,36.9,169.0,2025,1,2,13,2,Winter
2025-01-02 14:00:00,100.4,105.7,1165.0,12.5,36.9,165.0,2025,1,2,14,2,Winter
2025-01-02 15:00:00,97.8,102.4,1344.0,20.6,36.9,145.0,2025,1,2,15,2,Winter
2025-01-02 16:00:00,100.8,104.3,1626.0,32.6,37.1,114.0,2025,1,2,16,2,Winter
2025-01-02 17:00:00,131.3,136.4,1855.0,50.7,39.7,85.0,2025,1,2,17,2,Winter
2025-01-02 18:00:00,144.4,148.5,1969.0,55.9,43.1,71.0,2025,1,2,18,2,Winter
2025-01-02 19:00:00,155.5,159.7,2030.0,63.1,47.8,52.0,2025,1,2,19,2,Winter
2025-01-02 20:00:00,169.0,173.2,2061.0,68.0,51.7,37.0,2025,1,2,20,2,Winter
2025-01-02 21:00:00,182.5,187.2,2070.0,68.9,54.8,29.0,2025,1,2,21,2,Winter
2025-01-02 22:00:00,194.6,198.8,2051.0,67.6,57.1,24.0,2025,1,2,22,2,Winter
2025-01-02 23:00:00,196.5,200.2,2006.0,64.7,56.7,22.0,2025,1,2,23,2,Winter
2025-01-03 00:00:00,189.1,192.8,1925.0,60.1,51.6,22.0,2025,1,3,0,3,Winter
2025-01-03 01:00:00,182.5,186.3,1819.0,53.9,43.8,25.0,2025,1,3,1,3,Winter
2025-01-03 02:00:00,176.5,180.2,1728.0,47.6,37.4,28.0,2025,1,3,2,3,Winter
2025-01-03 03:00:00,171.4,175.1,1635.0,40.4,33.6,32.0,2025,1,3,3,3,Winter
2025-01-03 04:00:00,167.2,170.9,1557.0,33.1,31.1,37.0,2025,1,3,4,3,Winter
2025-01-03 05:00:00,168.1,171.8,1588.0,29.7,32.6,39.0,2025,1,3,5,3,Winter
2025-01-03 06:00:00,163.0,167.2,1841.0,34.2,36.0,36.0,2025,1,3,6,3,Winter
2025-01-03 07:00:00,167.6,171.8,2202.0,40.1,40.7,33.0,2025,1,3,7,3,Winter
2025-01-03 08:00:00,171.4,175.6,2425.0,43.0,43.8,41.0,2025,1,3,8,3,Winter
2025-01-03 09:00:00,168.6,172.3,2383.0,40.3,43.7,68.0,2025,1,3,9,3,Winter
2025-01-03 10:00:00,157.9,163.0,2202.0,34.5,41.9,106.0,2025,1,3,10,3,Winter
2025-01-03 11:00:00,136.4,143.9,2015.0,29.1,40.3,136.0,2025,1,3,11,3,Winter
2025-01-03 12:00:00,111.5,121.5,1801.0,23.3,39.1,153.0,2025,1,3,12,3,Winter
2025-01-03 13:00:00,94.3,106.4,1580.0,17.9,38.1,162.0,2025,1,3,13,3,Winter
2025-01-03 14:00:00,83.4,96.4,1552.0,18.5,37.7,160.0,2025,1,3,14,3,Winter
2025-01-03 15:00:00,79.4,91.7,1910.0,29.9,37.8,140.0,2025,1,3,15,3,Winter
2025-01-03 16:00:00,85.7,95.2,2460.0,47.4,38.6,109.0,2025,1,3,16,3,Winter
2025-01-03 17:00:00,133.2,151.3,2819.0,83.7,51.1,63.0,2025,1,3,17,3,Winter
2025-01-03 18:00:00,160.2,177.4,2773.0,89.8,58.0,49.0,2025,1,3,18,3,Winter
2025-01-03 19:00:00,181.6,198.4,2535.0,98.1,67.5,31.0,2025,1,3,19,3,Winter
2025-01-03 20:00:00,197.0,213.7,2360.0,103.3,75.0,16.0,2025,1,3,20,3,Winter
2025-01-03 21:00:00,211.4,228.2,2365.0,103.6,79.5,9.0,2025,1,3,21,3,Winter
2025-01-03 22:00:00,225.4,241.2,2432.0,100.8,81.9,7.0,2025,1,3,22,3,Winter
2025-01-03 23:00:00,228.2,244.0,2472.0,95.7,80.0,7.0,2025,1,3,23,3,Winter
2025-01-04 00:00:00,213.7,229.1,2446.0,87.2,70.8,12.0,2025,1,4,0,4,Winter
2025-01-04 01:00:00,197.4,212.8,2391.0,76.3,57.3,20.0,2025,1,4,1,4,Winter
2025-01-04 02:00:00,184.4,198.8,2328.0,66.9,46.2,26.0,2025,1,4,2,4,Winter
2025-01-04 03:00:00,174.6,188.1,2215.0,59.5,38.7,29.0,2025,1,4,3,4,Winter
2025-01-04 04:00:00,169.5,183.5,2092.0,53.5,33.6,31.0,2025,1,4,4,4,Winter
2025-01-04 05:00:00,172.3,187.2,2105.0,53.3,36.1,33.0,2025,1,4,5,4,Winter
2025-01-04 06:00:00,178.8,195.6,2382.0,55.7,46.0,29.0,2025,1,4,6,4,Winter
2025-01-04 07:00:00,199.8,218.4,2795.0,58.8,59.3,26.0,2025,1,4,7,4,Winter
2025-01-04 08:00:00,211.9,227.7,3094.0,60.1,67.6,35.0,2025,1,4,8,4,Winter
2025-01-04 09:00:00,194.6,206.3,3192.0,58.5,65.3,69.0,2025,1,4,9,4,Winter
2025-01-04 10:00:00,178.3,188.6,3178.0,55.0,57.8,115.0,2025,1,4,10,4,Winter
2025-01-04 11:00:00,133.2,143.0,3069.0,50.5,53.0,155.0,2025,1,4,11,4,Winter
2025-01-04 12:00:00,97.3,104.1,2782.0,41.5,54.1,184.0,2025,1,4,12,4,Winter
2025-01-04 13:00:00,77.3,81.5,2401.0,31.5,58.0,206.0,2025,1,4,13,4,Winter
2025-01-04 14:00:00,68.7,71.5,2198.0,31.8,62.5,211.0,2025,1,4,14,4,Winter
2025-01-04 15:00:00,67.1,69.2,2357.0,51.2,67.6,191.0,2025,1,4,15,4,Winter
2025-01-04 16:00:00,82.7,84.3,2693.0,80.9,73.4,154.0,2025,1,4,16,4,Winter
2025-01-04 17:00:00,167.2,176.5,2927.0,110.1,85.0,116.0,2025,1,4,17,4,Winter
2025-01-04 18:00:00,201.6,210.0,2947.0,122.8,88.2,86.0,2025,1,4,18,4,Winter
2025-01-04 19:00:00,218.9,226.8,2865.0,139.6,92.2,45.0,2025,1,4,19,4,Winter
2025-01-04 20:00:00,218.4,225.4,2733.0,146.4,92.0,17.0,2025,1,4,20,4,Winter
2025-01-04 21:00:00,205.8,212.3,2543.0,134.6,84.2,13.0,2025,1,4,21,4,Winter
2025-01-04 22:00:00,195.1,201.6,2303.0,112.8,72.3,21.0,2025,1,4,22,4,Winter
2025-01-04 23:00:00,187.2,193.2,2090.0,92.6,61.9,29.0,2025,1,4,23,4,Winter
2025-01-05 00:00:00,179.7,185.3,1930.0,77.6,55.0,34.0,2025,1,5,0,5,Winter
2025-01-05 01:00:00,176.5,182.5,1797.0,64.3,49.7,40.0,2025,1,5,1,5,Winter
2025-01-05 02:00:00,178.3,184.9,1695.0,53.5,45.8,44.0,2025,1,5,2,5,Winter
2025-01-05 03:00:00,181.1,188.1,1622.0,45.4,43.5,45.0,2025,1,5,3,5,Winter
2025-01-05 04:00:00,182.5,189.5,1578.0,39.8,42.6,44.0,2025,1,5,4,5,Winter
2025-01-05 05:00:00,221.2,229.1,1572.0,60.1,45.8,20.0,2025,1,5,5,5,Winter
2025-01-05 06:00:00,204.4,211.9,1636.0,58.2,46.8,19.0,2025,1,5,6,5,Winter
2025-01-05 07:00:00,204.4,210.0,1737.0,55.2,48.1,19.0,2025,1,5,7,5,Winter
2025-01-05 08:00:00,200.7,205.4,1781.0,50.9,49.2,34.0,2025,1,5,8,5,Winter
2025-01-05 09:00:00,187.7,193.2,1710.0,44.4,49.7,75.0,2025,1,5,9,5,Winter
2025-01-05 10:00:00,178.8,184.9,1580.0,36.5,50.1,130.0,2025,1,5,10,5,Winter
2025-01-05 11:00:00,160.7,168.1,1471.0,29.7,50.6,175.0,2025,1,5,11,5,Winter
2025-01-05 12:00:00,136.9,144.8,1390.0,23.4,51.9,203.0,2025,1,5,12,5,Winter
2025-01-05 13:00:00,120.6,128.5,1328.0,18.2,53.3,221.0,2025,1,5,13,5,Winter
2025-01-05 14:00:00,114.6,122.0,1338.0,17.8,54.0,223.0,2025,1,5,14,5,Winter
2025-01-05 15:00:00,112.2,119.0,1481.0,26.4,53.3,202.0,2025,1,5,15,5,Winter
2025-01-05 16:00:00,115.3,120.6,1695.0,39.8,51.8,166.0,2025,1,5,16,5,Winter
2025-01-05 17:00:00,116.2,120.1,1852.0,44.5,48.1,121.0,2025,1,5,17,5,Winter
2025-01-05 18:00:00,129.9,133.2,1898.0,46.9,47.6,105.0,2025,1,5,18,5,Winter
2025-01-05 19:00:00,135.0,138.3,1887.0,50.0,46.8,84.0,2025,1,5,19,5,Winter
2025-01-05 20:00:00,137.4,140.2,1849.0,51.1,46.0,68.0,2025,1,5,20,5,Winter
2025-01-05 21:00:00,138.3,141.1,1771.0,48.6,45.2,63.0,2025,1,5,21,5,Winter
2025-01-05 22:00:00,141.1,143.9,1666.0,44.1,44.4,64.0,2025,1,5,22,5,Winter
2025-01-05 23:00:00,143.9,146.7,1599.0,39.5,43.3,65.0,2025,1,5,23,5,Winter
2025-01-06 00:00:00,142.5,145.3,1615.0,34.9,41.5,65.0,2025,1,6,0,6,Winter
2025-01-06 01:00:00,143.0,145.3,1669.0,30.2,39.5,66.0,2025,1,6,1,6,Winter
2025-01-06 02:00:00,143.9,146.2,1690.0,27.3,38.5,65.0,2025,1,6,2,6,Winter
2025-01-06 03:00:00,144.8,146.7,1612.0,26.8,39.1,61.0,2025,1,6,3,6,Winter
2025-01-06 04:00:00,149.9,151.8,1500.0,28.0,40.8,55.0,2025,1,6,4,6,Winter
2025-01-06 05:00:00,142.0,143.4,1482.0,22.3,34.6,53.0,2025,1,6,5,6,Winter
2025-01-06 06:00:00,145.3,146.7,1680.0,28.3,38.2,45.0,2025,1,6,6,6,Winter
2025-01-06 07:00:00,153.7,154.6,1972.0,36.4,43.2,35.0,2025,1,6,7,6,Winter
2025-01-06 08:00:00,156.5,157.4,2118.0,41.3,47.5,37.0,2025,1,6,8,6,Winter
2025-01-06 09:00:00,152.7,154.1,1979.0,40.1,49.9,60.0,2025,1,6,9,6,Winter
2025-01-06 10:00:00,143.9,145.3,1693.0,35.7,51.6,94.0,2025,1,6,10,6,Winter
2025-01-06 11:00:00,123.9,126.7,1438.0,31.7,53.9,124.0,2025,1,6,11,6,Winter
2025-01-06 12:00:00,117.6,121.1,1257.0,27.9,57.9,149.0,2025,1,6,12,6,Winter
2025-01-06 13:00:00,109.7,113.4,1106.0,24.5,62.5,170.0,2025,1,6,13,6,Winter
2025-01-06 14:00:00,102.4,106.6,1027.0,25.7,65.3,177.0,2025,1,6,14,6,Winter
2025-01-06 15:00:00,99.2,103.1,1061.0,36.1,65.0,161.0,2025,1,6,15,6,Winter
2025-01-06 16:00:00,101.3,104.8,1168.0,51.2,63.0,131.0,2025,1,6,16,6,Winter
2025-01-06 17:00:00,152.7,157.4,1267.0,60.8,62.2,102.0,2025,1,6,17,6,Winter
2025-01-06 18:00:00,163.9,167.6,1349.0,59.3,61.2,90.0,2025,1,6,18,6,Winter
2025-01-06 19:00:00,164.8,168.1,1423.0,57.1,59.5,74.0,2025,1,6,19,6,Winter
2025-01-06 20:00:00,163.4,166.7,1438.0,53.5,57.0,61.0,2025,1,6,20,6,Winter
2025-01-06 21:00:00,160.7,163.4,1354.0,48.0,53.3,56.0,2025,1,6,21,6,Winter
2025-01-06 22:00:00,158.8,161.1,1211.0,41.3,48.7,54.0,2025,1,6,22,6,Winter
2025-01-06 23:00:00,152.3,154.6,1073.0,34.4,43.7,55.0,2025,1,6,23,6,Winter
2025-01-07 00:00:00,141.6,143.4,954.0,27.3,37.6,59.0,2025,1,7,0,7,Winter
2025-01-07 01:00:00,132.2,133.6,840.0,20.1,30.9,66.0,2025,1,7,1,7,Winter
2025-01-07 02:00:00,125.7,127.1,758.0,14.6,26.3,72.0,2025,1,7,2,7,Winter
2025-01-07 03:00:00,122.5,123.9,715.0,11.3,24.8,76.0,2025,1,7,3,7,Winter
2025-01-07 04:00:00,121.1,122.5,702.0,9.6,25.3,79.0,2025,1,7,4,7,Winter
2025-01-07 05:00:00,126.2,127.6,724.0,11.1,26.7,78.0,2025,1,7,5,7,Winter
2025-01-07 06:00:00,124.8,126.2,809.0,15.5,27.8,71.0,2025,1,7,6,7,Winter
2025-01-07 07:00:00,128.1,129.0,927.0,21.3,29.4,63.0,2025,1,7,7,7,Winter
2025-01-07 08:00:00,129.9,130.9,993.0,24.4,30.7,63.0,2025,1,7,8,7,Winter
2025-01-07 09:00:00,123.4,124.8,962.0,22.1,31.7,78.0,2025,1,7,9,7,Winter
2025-01-07 10:00:00,111.3,112.5,878.0,17.0,32.5,101.0,2025,1,7,10,7,Winter
2025-01-07 11:00:00,102.4,103.6,794.0,12.9,32.8,121.0,2025,1,7,11,7,Winter
2025-01-07 12:00:00,95.2,96.4,706.0,10.5,32.4,138.0,2025,1,7,12,7,Winter
2025-01-07 13:00:00,89.4,90.6,616.0,9.0,31.5,153.0,2025,1,7,13,7,Winter
2025-01-07 14:00:00,83.8,84.8,585.0,9.8,30.6,158.0,2025,1,7,14,7,Winter
2025-01-07 15:00:00,80.8,81.7,659.0,14.7,29.8,148.0,2025,1,7,15,7,Winter
2025-01-07 16:00:00,80.3,81.0,791.0,22.0,29.1,128.0,2025,1,7,16,7,Winter
2025-01-07 17:00:00,86.8,87.5,900.0,36.7,30.6,99.0,2025,1,7,17,7,Winter
2025-01-07 18:00:00,97.3,98.0,962.0,38.5,31.7,91.0,2025,1,7,18,7,Winter
2025-01-07 19:00:00,103.8,104.5,1000.0,40.8,33.1,79.0,2025,1,7,19,7,Winter
2025-01-07 20:00:00,107.6,108.3,1009.0,40.8,33.7,71.0,2025,1,7,20,7,Winter
2025-01-07 21:00:00,108.3,109.2,976.0,36.9,32.8,70.0,2025,1,7,21,7,Winter
2025-01-07 22:00:00,107.8,108.7,913.0,30.7,31.1,73.0,2025,1,7,22,7,Winter
2025-01-07 23:00:00,104.1,105.2,848.0,25.0,29.1,75.0,2025,1,7,23,7,Winter
2025-01-08 00:00:00,96.9,98.0,780.0,20.5,26.8,76.0,2025,1,8,0,8,Winter
2025-01-08 01:00:00,90.1,91.7,710.0,16.4,24.3,77.0,2025,1,8,1,8,Winter
2025-01-08 02:00:00,84.3,85.9,665.0,13.4,22.4,78.0,2025,1,8,2,8,Winter
2025-01-08 03:00:00,79.6,81.3,647.0,11.4,21.2,78.0,2025,1,8,3,8,Winter
2025-01-08 04:00:00,76.1,77.8,655.0,10.5,20.5,77.0,2025,1,8,4,8,Winter
2025-01-08 05:00:00,76.6,78.2,713.0,12.4,21.5,72.0,2025,1,8,5,8,Winter
2025-01-08 06:00:00,74.7,76.1,874.0,17.7,23.2,65.0,2025,1,8,6,8,Winter
2025-01-08 07:00:00,78.5,79.9,1084.0,24.9,25.6,57.0,2025,1,8,7,8,Winter
2025-01-08 08:00:00,81.0,82.0,1207.0,28.7,27.5,58.0,2025,1,8,8,8,Winter
2025-01-08 09:00:00,80.3,81.3,1168.0,26.1,28.3,78.0,2025,1,8,9,8,Winter
2025-01-08 10:00:00,74.0,75.0,1041.0,20.1,28.6,107.0,2025,1,8,10,8,Winter
2025-01-08 11:00:00,64.5,65.2,918.0,15.1,28.5,131.0,2025,1,8,11,8,Winter
2025-01-08 12:00:00,53.0,53.4,798.0,11.6,27.9,147.0,2025,1,8,12,8,Winter
2025-01-08 13:00:00,42.4,42.7,682.0,9.0,26.9,158.0,2025,1,8,13,8,Winter
2025-01-08 14:00:00,35.4,35.6,660.0,9.8,26.3,159.0,2025,1,8,14,8,Winter
2025-01-08 15:00:00,31.9,32.0,806.0,15.9,26.2,146.0,2025,1,8,15,8,Winter
2025-01-08 16:00:00,32.2,32.4,1046.0,25.4,26.4,123.0,2025,1,8,16,8,Winter
2025-01-08 17:00:00,59.6,60.1,1245.0,42.1,30.8,94.0,2025,1,8,17,8,Winter
2025-01-08 18:00:00,71.0,71.5,1352.0,49.8,33.5,79.0,2025,1,8,18,8,Winter
2025-01-08 19:00:00,78.0,78.5,1417.0,60.4,37.3,57.0,2025,1,8,19,8,Winter
2025-01-08 20:00:00,82.7,84.3,1456.0,67.9,40.7,40.0,2025,1,8,20,8,Winter
2025-01-08 21:00:00,87.3,90.1,1467.0,69.6,43.7,32.0,2025,1,8,21,8,Winter
2025-01-08 22:00:00,95.0,98.7,1452.0,68.2,46.3,29.0,2025,1,8,22,8,Winter
2025-01-08 23:00:00,101.0,105.0,1426.0,66.1,47.2,26.0,2025,1,8,23,8,Winter
2025-01-09 00:00:00,102.7,106.9,1383.0,63.6,45.0,23.0,2025,1,9,0,9,Winter
2025-01-09 01:00:00,105.0,109.2,1329.0,60.3,41.0,21.0,2025,1,9,1,9,Winter
2025-01-09 02:00:00,106.9,111.3,1300.0,57.2,37.8,19.0,2025,1,9,2,9,Winter
2025-01-09 03:00:00,109.0,113.4,1222.0,54.3,35.5,17.0,2025,1,9,3,9,Winter
2025-01-09 04:00:00,110.4,114.8,1169.0,51.6,34.0,15.0,2025,1,9,4,9,Winter
2025-01-09 05:00:00,122.0,127.1,1398.0,58.3,49.0,16.0,2025,1,9,5,9,Winter
2025-01-09 06:00:00,117.8,122.5,2272.0,59.8,55.6,14.0,2025,1,9,6,9,Winter
2025-01-09 07:00:00,132.7,137.4,3428.0,61.4,64.5,13.0,2025,1,9,7,9,Winter
2025-01-09 08:00:00,156.5,160.2,4036.0,59.7,69.2,26.0,2025,1,9,8,9,Winter
2025-01-09 09:00:00,135.5,139.2,3569.0,51.8,65.4,66.0,2025,1,9,9,9,Winter
2025-01-09 10:00:00,102.4,105.5,2555.0,40.6,57.5,120.0,2025,1,9,10,9,Winter
2025-01-09 11:00:00,94.1,94.5,1747.0,31.2,52.1,164.0,2025,1,9,11,9,Winter
2025-01-09 12:00:00,82.2,82.4,1380.0,23.1,51.9,191.0,2025,1,9,12,9,Winter
2025-01-09 13:00:00,69.8,70.3,1219.0,16.8,54.2,207.0,2025,1,9,13,9,Winter
2025-01-09 14:00:00,62.2,62.6,1312.0,19.5,57.1,207.0,2025,1,9,14,9,Winter
2025-01-09 15:00:00,58.3,58.7,1697.0,37.1,58.7,183.0,2025,1,9,15,9,Winter
2025-01-09 16:00:00,63.8,64.0,2336.0,63.5,61.0,144.0,2025,1,9,16,9,Winter
2025-01-09 17:00:00,198.4,199.8,3164.0,116.2,85.5,89.0,2025,1,9,17,9,Winter
2025-01-09 18:00:00,238.4,240.3,4376.0,134.0,107.9,69.0,2025,1,9,18,9,Winter
2025-01-09 19:00:00,283.1,285.0,5777.0,158.3,138.9,41.0,2025,1,9,19,9,Winter
2025-01-09 20:00:00,324.1,326.0,6712.0,175.6,163.5,19.0,2025,1,9,20,9,Winter
2025-01-09 21:00:00,354.8,356.7,6889.0,180.2,177.9,9.0,2025,1,9,21,9,Winter
2025-01-09 22:00:00,369.7,374.4,6601.0,177.8,185.8,6.0,2025,1,9,22,9,Winter
2025-01-09 23:00:00,365.1,369.7,6075.0,171.1,183.1,5.0,2025,1,9,23,9,Winter
2025-01-10 00:00:00,348.3,352.0,5226.0,159.2,163.0,5.0,2025,1,10,0,10,Winter
2025-01-10 01:00:00,334.3,339.0,4140.0,143.0,132.3,7.0,2025,1,10,1,10,Winter
2025-01-10 02:00:00,324.1,327.8,3297.0,128.7,107.3,10.0,2025,1,10,2,10,Winter
2025-01-10 03:00:00,314.8,319.4,2916.0,118.3,94.1,13.0,2025,1,10,3,10,Winter
2025-01-10 04:00:00,310.1,313.9,2779.0,109.7,86.6,16.0,2025,1,10,4,10,Winter
2025-01-10 05:00:00,307.3,308.3,2709.0,90.4,54.2,8.0,2025,1,10,5,10,Winter
2025-01-10 06:00:00,292.4,293.4,2697.0,87.1,56.3,7.0,2025,1,10,6,10,Winter
2025-01-10 07:00:00,272.9,273.8,2752.0,82.1,59.3,9.0,2025,1,10,7,10,Winter
2025-01-10 08:00:00,275.7,276.6,2725.0,75.7,61.5,27.0,2025,1,10,8,10,Winter
2025-01-10 09:00:00,269.2,270.1,2540.0,67.1,61.1,76.0,2025,1,10,9,10,Winter
2025-01-10 10:00:00,244.0,244.9,2274.0,57.0,60.0,142.0,2025,1,10,10,10,Winter
2025-01-10 11:00:00,217.5,218.9,2009.0,47.7,62.4,194.0,2025,1,10,11,10,Winter
2025-01-10 12:00:00,185.8,187.7,1716.0,37.4,72.2,224.0,2025,1,10,12,10,Winter
2025-01-10 13:00:00,153.7,156.0,1424.0,28.0,85.6,240.0,2025,1,10,13,10,Winter
2025-01-10 14:00:00,133.6,135.5,1297.0,27.3,95.2,239.0,2025,1,10,14,10,Winter
2025-01-10 15:00:00,124.8,127.1,1466.0,42.2,97.7,214.0,2025,1,10,15,10,Winter
2025-01-10 16:00:00,139.2,141.1,1801.0,65.7,96.4,172.0,2025,1,10,16,10,Winter
2025-01-10 17:00:00,231.9,235.6,2077.0,86.3,84.5,120.0,2025,1,10,17,10,Winter
2025-01-10 18:00:00,262.6,265.4,2231.0,95.8,85.4,94.0,2025,1,10,18,10,Winter
2025-01-10 19:00:00,282.2,285.0,2325.0,108.4,86.3,58.0,2025,1,10,19,10,Winter
2025-01-10 20:00:00,293.4,296.2,2326.0,114.6,84.9,33.0,2025,1,10,20,10,Winter
2025-01-10 21:00:00,293.4,295.2,2190.0,109.6,79.8,28.0,2025,1,10,21,10,Winter
2025-01-10 22:00:00,282.2,284.1,1960.0,98.3,72.5,34.0,2025,1,10,22,10,Winter
2025-01-10 23:00:00,268.2,270.1,1732.0,85.1,64.8,41.0,2025,1,10,23,10,Winter
2025-01-11 00:00:00,251.5,253.3,1523.0,70.0,56.7,48.0,2025,1,11,0,11,Winter
2025-01-11 01:00:00,238.4,240.3,1315.0,53.2,48.4,58.0,2025,1,11,1,11,Winter
2025-01-11 02:00:00,231.4,233.3,1157.0,39.5,41.8,65.0,2025,1,11,2,11,Winter
2025-01-11 03:00:00,225.4,226.8,1059.0,30.5,37.7,69.0,2025,1,11,3,11,Winter
2025-01-11 04:00:00,217.9,219.8,1010.0,24.6,35.4,71.0,2025,1,11,4,11,Winter
2025-01-11 05:00:00,213.3,214.7,1021.0,22.6,29.6,73.0,2025,1,11,5,11,Winter
2025-01-11 06:00:00,193.7,194.6,1147.0,27.4,32.4,70.0,2025,1,11,6,11,Winter
2025-01-11 07:00:00,183.5,184.9,1333.0,33.9,36.5,67.0,2025,1,11,7,11,Winter
2025-01-11 08:00:00,172.3,173.2,1426.0,37.4,40.3,71.0,2025,1,11,8,11,Winter
2025-01-11 09:00:00,154.1,155.5,1329.0,34.6,43.3,90.0,2025,1,11,9,11,Winter
2025-01-11 10:00:00,136.0,137.4,1139.0,28.7,46.1,116.0,2025,1,11,10,11,Winter
2025-01-11 11:00:00,129.5,131.3,996.0,25.0,49.3,136.0,2025,1,11,11,11,Winter
2025-01-11 12:00:00,125.3,127.1,920.0,25.2,54.0,145.0,2025,1,11,12,11,Winter
2025-01-11 13:00:00,127.1,129.9,893.0,27.5,59.2,148.0,2025,1,11,13,11,Winter
2025-01-11 14:00:00,129.0,131.8,994.0,31.8,62.4,144.0,2025,1,11,14,11,Winter
2025-01-11 15:00:00,124.3,128.1,1366.0,40.2,62.3,128.0,2025,1,11,15,11,Winter
2025-01-11 16:00:00,129.9,133.2,1867.0,50.6,60.3,106.0,2025,1,11,16,11,Winter
2025-01-11 17:00:00,139.7,144.4,2157.0,70.4,58.5,67.0,2025,1,11,17,11,Winter
2025-01-11 18:00:00,113.4,118.3,2046.0,64.1,51.4,63.0,2025,1,11,18,11,Winter
2025-01-11 19:00:00,111.1,115.0,1725.0,55.2,41.5,58.0,2025,1,11,19,11,Winter
2025-01-11 20:00:00,101.5,105.5,1424.0,47.5,33.7,54.0,2025,1,11,20,11,Winter
2025-01-11 21:00:00,97.1,100.6,1217.0,42.9,30.4,53.0,2025,1,11,21,11,Winter
2025-01-11 22:00:00,95.7,99.0,1031.0,39.4,29.3,53.0,2025,1,11,22,11,Winter
