time,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,cloud_cover,wind_speed_10m,wind_gusts_10m,year,month,day,hour,day_of_year,season,rain_flag
2025-02-08 23:00:00,15.5,67,14.3,0.0,0,7.0,14.4,2025,2,8,23,39,Winter,0
2025-02-09 00:00:00,14.9,68,13.6,0.0,0,6.9,13.7,2025,2,9,0,40,Winter,0
2025-02-09 01:00:00,14.5,69,13.2,0.0,0,7.1,13.7,2025,2,9,1,40,Winter,0
2025-02-09 02:00:00,14.0,71,12.7,0.0,0,6.6,14.0,2025,2,9,2,40,Winter,0
2025-02-09 03:00:00,13.2,75,12.0,0.0,0,5.8,12.6,2025,2,9,3,40,Winter,0
2025-02-09 04:00:00,12.5,78,11.3,0.0,0,5.4,10.8,2025,2,9,4,40,Winter,0
2025-02-09 05:00:00,11.9,80,10.7,0.0,0,5.2,10.4,2025,2,9,5,40,Winter,0
2025-02-09 06:00:00,10.9,86,9.9,0.0,23,4.6,9.7,2025,2,9,6,40,Winter,0
2025-02-09 07:00:00,10.8,86,9.7,0.0,7,4.3,9.0,2025,2,9,7,40,Winter,0
2025-02-09 08:00:00,12.9,76,11.7,0.0,25,5.8,13.0,2025,2,9,8,40,Winter,0
2025-02-09 09:00:00,15.9,63,15.1,0.0,3,3.4,13.3,2025,2,9,9,40,Winter,0
2025-02-09 10:00:00,19.0,50,18.1,0.0,1,3.5,15.1,2025,2,9,10,40,Winter,0
2025-02-09 11:00:00,21.8,38,20.8,0.0,11,4.2,17.3,2025,2,9,11,40,Winter,0
2025-02-09 12:00:00,23.8,29,22.6,0.0,3,5.8,20.5,2025,2,9,12,40,Winter,0
2025-02-09 13:00:00,24.8,25,23.3,0.0,5,6.4,22.3,2025,2,9,13,40,Winter,0
2025-02-09 14:00:00,25.2,26,23.3,0.0,5,7.3,23.0,2025,2,9,14,40,Winter,0
2025-02-09 15:00:00,24.9,28,22.6,0.0,0,7.9,23.4,2025,2,9,15,40,Winter,0
2025-02-09 16:00:00,24.1,32,22.0,0.0,0,8.1,23.0,2025,2,9,16,40,Winter,0
2025-02-09 17:00:00,22.5,41,21.1,0.0,0,6.6,21.2,2025,2,9,17,40,Winter,0
2025-02-09 18:00:00,20.9,50,20.2,0.0,0,4.8,14.8,2025,2,9,18,40,Winter,0
2025-02-09 19:00:00,19.5,59,19.2,0.0,0,4.4,9.7,2025,2,9,19,40,Winter,0
2025-02-09 20:00:00,18.6,65,18.7,0.0,0,3.4,8.3,2025,2,9,20,40,Winter,0
2025-02-09 21:00:00,17.9,68,18.1,0.0,0,2.8,5.8,2025,2,9,21,40,Winter,0
2025-02-09 22:00:00,17.3,71,17.5,0.0,0,2.3,4.3,2025,2,9,22,40,Winter,0
2025-02-09 23:00:00,16.8,73,17.2,0.0,0,1.3,3.2,2025,2,9,23,40,Winter,0
2025-02-10 00:00:00,15.9,76,16.1,0.0,0,1.8,2.9,2025,2,10,0,41,Winter,0
2025-02-10 01:00:00,14.7,81,14.6,0.0,0,3.9,6.1,2025,2,10,1,41,Winter,0
2025-02-10 02:00:00,13.7,84,13.2,0.0,4,4.8,7.9,2025,2,10,2,41,Winter,0
2025-02-10 03:00:00,12.9,86,12.4,0.0,8,4.6,8.3,2025,2,10,3,41,Winter,0
2025-02-10 04:00:00,12.3,87,11.9,0.0,1,3.5,7.6,2025,2,10,4,41,Winter,0
2025-02-10 05:00:00,11.8,89,11.3,0.0,1,3.2,5.4,2025,2,10,5,41,Winter,0
2025-02-10 06:00:00,11.7,92,11.2,0.0,5,4.1,7.2,2025,2,10,6,41,Winter,0
2025-02-10 07:00:00,11.8,91,11.3,0.0,2,4.2,7.9,2025,2,10,7,41,Winter,0
2025-02-10 08:00:00,13.9,81,13.4,0.0,4,4.8,12.6,2025,2,10,8,41,Winter,0
2025-02-10 09:00:00,17.5,65,17.2,0.0,40,3.4,13.3,2025,2,10,9,41,Winter,0
2025-02-10 10:00:00,21.4,48,20.9,0.0,28,3.1,15.1,2025,2,10,10,41,Winter,0
2025-02-10 11:00:00,24.4,31,23.3,0.0,36,4.3,18.0,2025,2,10,11,41,Winter,0
2025-02-10 12:00:00,26.2,24,24.9,0.0,86,5.6,20.9,2025,2,10,12,41,Winter,0
2025-02-10 13:00:00,26.8,22,24.8,0.0,7,6.5,22.7,2025,2,10,13,41,Winter,0
2025-02-10 14:00:00,27.2,21,24.8,0.0,6,6.9,23.0,2025,2,10,14,41,Winter,0
2025-02-10 15:00:00,27.2,22,24.6,0.0,0,7.1,23.0,2025,2,10,15,41,Winter,0
2025-02-10 16:00:00,26.6,23,24.1,0.0,0,6.8,22.3,2025,2,10,16,41,Winter,0
2025-02-10 17:00:00,25.1,29,23.1,0.0,0,6.0,19.4,2025,2,10,17,41,Winter,0
2025-02-10 18:00:00,22.3,47,21.7,0.0,0,4.9,11.2,2025,2,10,18,41,Winter,0
2025-02-10 19:00:00,21.1,57,21.2,0.0,0,3.9,9.7,2025,2,10,19,41,Winter,0
2025-02-10 20:00:00,20.5,60,20.9,0.0,0,2.9,6.5,2025,2,10,20,41,Winter,0
2025-02-10 21:00:00,19.6,64,19.9,0.0,0,3.4,5.0,2025,2,10,21,41,Winter,0
2025-02-10 22:00:00,18.7,69,19.0,0.0,0,3.9,6.5,2025,2,10,22,41,Winter,0
2025-02-10 23:00:00,17.9,74,18.4,0.0,0,3.1,6.8,2025,2,10,23,41,Winter,0
2025-02-11 00:00:00,17.3,77,17.9,0.0,0,2.6,4.0,2025,2,11,0,42,Winter,0
2025-02-11 01:00:00,16.6,79,17.1,0.0,0,3.2,4.3,2025,2,11,1,42,Winter,0
2025-02-11 02:00:00,16.4,80,17.1,0.0,0,1.7,4.3,2025,2,11,2,42,Winter,0
2025-02-11 03:00:00,16.4,78,17.0,0.0,0,1.0,2.5,2025,2,11,3,42,Winter,0
2025-02-11 04:00:00,15.3,82,15.6,0.0,0,2.9,4.3,2025,2,11,4,42,Winter,0
2025-02-11 05:00:00,14.4,86,14.2,0.0,3,5.0,9.7,2025,2,11,5,42,Winter,0
2025-02-11 06:00:00,12.8,90,12.4,0.0,0,4.7,12.2,2025,2,11,6,42,Winter,0
2025-02-11 07:00:00,12.3,93,12.0,0.0,20,4.1,8.6,2025,2,11,7,42,Winter,0
2025-02-11 08:00:00,14.3,83,14.1,0.0,73,4.9,11.9,2025,2,11,8,42,Winter,0
2025-02-11 09:00:00,18.2,68,18.4,0.0,57,2.8,12.2,2025,2,11,9,42,Winter,0
2025-02-11 10:00:00,22.0,51,22.0,0.0,22,2.4,13.3,2025,2,11,10,42,Winter,0
2025-02-11 11:00:00,24.6,41,24.8,0.0,0,3.1,15.5,2025,2,11,11,42,Winter,0
2025-02-11 12:00:00,26.2,37,26.6,0.0,0,4.2,18.0,2025,2,11,12,42,Winter,0
2025-02-11 13:00:00,27.3,32,27.3,0.0,2,5.5,20.2,2025,2,11,13,42,Winter,0
2025-02-11 14:00:00,27.9,25,26.4,0.0,1,7.3,23.0,2025,2,11,14,42,Winter,0
2025-02-11 15:00:00,27.7,25,25.4,0.0,11,8.8,24.5,2025,2,11,15,42,Winter,0
2025-02-11 16:00:00,26.5,32,24.7,0.0,15,9.5,24.8,2025,2,11,16,42,Winter,0
2025-02-11 17:00:00,24.9,40,24.0,0.0,7,6.6,23.8,2025,2,11,17,42,Winter,0
2025-02-11 18:00:00,23.5,44,23.1,0.0,11,4.3,14.4,2025,2,11,18,42,Winter,0
2025-02-11 19:00:00,22.5,52,22.8,0.0,2,2.4,8.3,2025,2,11,19,42,Winter,0
2025-02-11 20:00:00,21.4,56,21.6,0.0,22,3.2,4.3,2025,2,11,20,42,Winter,0
2025-02-11 21:00:00,20.5,58,20.2,0.0,7,5.7,10.1,2025,2,11,21,42,Winter,0
2025-02-11 22:00:00,19.3,66,19.3,0.0,18,5.6,11.5,2025,2,11,22,42,Winter,0
2025-02-11 23:00:00,18.4,69,18.8,0.0,3,2.9,10.4,2025,2,11,23,42,Winter,0
2025-02-12 00:00:00,18.3,67,18.8,0.0,1,0.9,4.0,2025,2,12,0,43,Winter,0
2025-02-12 01:00:00,17.1,70,16.9,0.0,0,4.4,6.1,2025,2,12,1,43,Winter,0
2025-02-12 02:00:00,15.9,71,15.3,0.0,0,5.4,9.0,2025,2,12,2,43,Winter,0
2025-02-12 03:00:00,15.3,72,14.8,0.0,0,3.6,9.0,2025,2,12,3,43,Winter,0
2025-02-12 04:00:00,14.6,72,13.8,0.0,0,4.7,7.9,2025,2,12,4,43,Winter,0
2025-02-12 05:00:00,14.1,71,13.0,0.0,0,5.5,10.8,2025,2,12,5,43,Winter,0
2025-02-12 06:00:00,13.8,81,12.9,0.0,0,7.4,14.8,2025,2,12,6,43,Winter,0
2025-02-12 07:00:00,13.6,79,12.4,0.0,0,8.3,16.6,2025,2,12,7,43,Winter,0
2025-02-12 08:00:00,15.2,70,13.9,0.0,0,8.6,18.4,2025,2,12,8,43,Winter,0
2025-02-12 09:00:00,17.8,59,16.5,0.0,0,7.9,22.0,2025,2,12,9,43,Winter,0
2025-02-12 10:00:00,20.6,47,19.2,0.0,0,7.6,23.4,2025,2,12,10,43,Winter,0
2025-02-12 11:00:00,23.3,36,21.6,0.0,0,10.0,28.4,2025,2,12,11,43,Winter,0
2025-02-12 12:00:00,24.9,27,22.1,0.0,0,15.8,39.6,2025,2,12,12,43,Winter,0
2025-02-12 13:00:00,25.3,25,22.4,0.0,0,15.9,41.0,2025,2,12,13,43,Winter,0
2025-02-12 14:00:00,25.3,24,22.2,0.0,0,14.7,40.7,2025,2,12,14,43,Winter,0
2025-02-12 15:00:00,24.8,24,20.8,0.0,0,16.2,40.0,2025,2,12,15,43,Winter,0
2025-02-12 16:00:00,23.8,29,20.1,0.0,0,15.9,40.0,2025,2,12,16,43,Winter,0
2025-02-12 17:00:00,22.5,36,19.6,0.0,0,13.8,37.4,2025,2,12,17,43,Winter,0
2025-02-12 18:00:00,21.3,44,19.0,0.0,0,12.9,32.0,2025,2,12,18,43,Winter,0
2025-02-12 19:00:00,20.3,49,18.0,0.0,0,13.8,29.9,2025,2,12,19,43,Winter,0
2025-02-12 20:00:00,19.7,46,17.1,0.0,0,14.1,31.0,2025,2,12,20,43,Winter,0
2025-02-12 21:00:00,19.0,46,16.3,0.0,0,13.3,30.2,2025,2,12,21,43,Winter,0
2025-02-12 22:00:00,18.3,45,15.6,0.0,3,12.1,28.4,2025,2,12,22,43,Winter,0
2025-02-12 23:00:00,17.8,43,14.8,0.0,2,12.2,25.6,2025,2,12,23,43,Winter,0
2025-02-13 00:00:00,17.2,43,14.0,0.0,0,12.3,25.6,2025,2,13,0,44,Winter,0
2025-02-13 01:00:00,16.6,45,13.5,0.0,2,12.5,26.3,2025,2,13,1,44,Winter,0
2025-02-13 02:00:00,16.0,46,12.8,0.0,1,12.8,26.3,2025,2,13,2,44,Winter,0
2025-02-13 03:00:00,15.3,51,12.4,0.0,0,11.2,26.3,2025,2,13,3,44,Winter,0
2025-02-13 04:00:00,14.7,55,12.1,0.0,0,10.3,22.7,2025,2,13,4,44,Winter,0
2025-02-13 05:00:00,14.3,57,11.7,0.0,0,10.2,20.9,2025,2,13,5,44,Winter,0
2025-02-13 06:00:00,13.9,66,11.5,0.0,0,12.2,25.2,2025,2,13,6,44,Winter,0
2025-02-13 07:00:00,13.7,66,11.3,0.0,0,12.2,25.2,2025,2,13,7,44,Winter,0
2025-02-13 08:00:00,14.6,66,12.6,0.0,0,10.8,25.9,2025,2,13,8,44,Winter,0
2025-02-13 09:00:00,16.6,60,14.6,0.0,0,11.3,27.4,2025,2,13,9,44,Winter,0
2025-02-13 10:00:00,19.0,52,16.9,0.0,0,12.1,30.6,2025,2,13,10,44,Winter,0
2025-02-13 11:00:00,21.0,42,18.9,0.0,4,14.0,35.3,2025,2,13,11,44,Winter,0
2025-02-13 12:00:00,22.3,37,20.3,0.0,0,14.5,37.1,2025,2,13,12,44,Winter,0
2025-02-13 13:00:00,23.2,32,20.8,0.0,0,15.2,38.2,2025,2,13,13,44,Winter,0
2025-02-13 14:00:00,23.6,28,20.5,0.0,0,16.1,39.6,2025,2,13,14,44,Winter,0
2025-02-13 15:00:00,23.4,28,19.6,0.0,0,15.7,39.6,2025,2,13,15,44,Winter,0
2025-02-13 16:00:00,22.6,33,19.3,0.0,0,14.7,37.8,2025,2,13,16,44,Winter,0
2025-02-13 17:00:00,21.3,39,18.5,0.0,0,13.7,34.2,2025,2,13,17,44,Winter,0
2025-02-13 18:00:00,20.5,46,18.3,0.0,0,11.9,31.7,2025,2,13,18,44,Winter,0
2025-02-13 19:00:00,19.4,49,17.2,0.0,0,12.0,26.3,2025,2,13,19,44,Winter,0
2025-02-13 20:00:00,18.6,48,16.1,0.0,0,12.7,27.0,2025,2,13,20,44,Winter,0
2025-02-13 21:00:00,17.9,46,15.2,0.0,0,11.8,26.6,2025,2,13,21,44,Winter,0
2025-02-13 22:00:00,17.3,45,14.5,0.0,0,11.3,24.8,2025,2,13,22,44,Winter,0
2025-02-13 23:00:00,16.8,43,13.9,0.0,0,9.8,23.0,2025,2,13,23,44,Winter,0
2025-02-14 00:00:00,16.2,42,13.4,0.0,0,8.7,19.8,2025,2,14,0,45,Winter,0
2025-02-14 01:00:00,15.5,43,12.7,0.0,0,8.3,17.6,2025,2,14,1,45,Winter,0
2025-02-14 02:00:00,14.8,45,11.9,0.0,0,8.5,16.9,2025,2,14,2,45,Winter,0
2025-02-14 03:00:00,14.1,47,11.2,0.0,0,8.6,17.6,2025,2,14,3,45,Winter,0
2025-02-14 04:00:00,13.4,50,10.6,0.0,0,8.4,17.6,2025,2,14,4,45,Winter,0
2025-02-14 05:00:00,12.9,52,10.0,0.0,0,8.7,17.6,2025,2,14,5,45,Winter,0
2025-02-14 06:00:00,12.4,61,9.5,0.0,0,10.8,21.6,2025,2,14,6,45,Winter,0
2025-02-14 07:00:00,12.3,60,9.5,0.0,2,10.9,22.0,2025,2,14,7,45,Winter,0
2025-02-14 08:00:00,13.8,55,10.9,0.0,8,11.6,23.8,2025,2,14,8,45,Winter,0
2025-02-14 09:00:00,16.3,48,13.5,0.0,0,11.1,27.0,2025,2,14,9,45,Winter,0
2025-02-14 10:00:00,19.0,41,16.2,0.0,0,11.9,30.6,2025,2,14,10,45,Winter,0
2025-02-14 11:00:00,21.4,34,18.9,0.0,0,12.2,32.8,2025,2,14,11,45,Winter,0
2025-02-14 12:00:00,23.2,27,20.6,0.0,0,13.5,35.6,2025,2,14,12,45,Winter,0
2025-02-14 13:00:00,24.2,27,21.7,0.0,4,14.1,37.1,2025,2,14,13,45,Winter,0
2025-02-14 14:00:00,24.6,27,21.8,0.0,51,13.9,37.1,2025,2,14,14,45,Winter,0
2025-02-14 15:00:00,24.5,28,21.3,0.0,0,13.3,36.4,2025,2,14,15,45,Winter,0
2025-02-14 16:00:00,24.0,30,21.0,0.0,0,12.5,34.2,2025,2,14,16,45,Winter,0
2025-02-14 17:00:00,22.7,36,20.4,0.0,0,10.3,30.6,2025,2,14,17,45,Winter,0
2025-02-14 18:00:00,21.7,41,19.9,0.0,0,8.6,24.5,2025,2,14,18,45,Winter,0
2025-02-14 19:00:00,20.9,44,19.1,0.0,15,8.5,18.4,2025,2,14,19,45,Winter,0
2025-02-14 20:00:00,20.2,44,18.4,0.0,86,8.3,17.6,2025,2,14,20,45,Winter,0
2025-02-14 21:00:00,19.6,43,17.7,0.0,49,7.8,16.6,2025,2,14,21,45,Winter,0
2025-02-14 22:00:00,18.8,44,17.0,0.0,89,6.0,15.5,2025,2,14,22,45,Winter,0
2025-02-14 23:00:00,17.8,48,16.2,0.0,100,5.1,11.9,2025,2,14,23,45,Winter,0
2025-02-15 00:00:00,16.9,52,15.4,0.0,54,4.8,10.1,2025,2,15,0,46,Winter,0
2025-02-15 01:00:00,16.1,56,14.7,0.0,97,4.7,9.4,2025,2,15,1,46,Winter,0
2025-02-15 02:00:00,15.6,60,14.5,0.0,85,3.8,9.0,2025,2,15,2,46,Winter,0
2025-02-15 03:00:00,15.0,60,13.6,0.0,66,4.7,9.4,2025,2,15,3,46,Winter,0
2025-02-15 04:00:00,14.2,66,13.0,0.0,79,4.2,11.5,2025,2,15,4,46,Winter,0
2025-02-15 05:00:00,14.0,68,13.0,0.0,13,3.3,7.9,2025,2,15,5,46,Winter,0
2025-02-15 06:00:00,13.0,74,12.0,0.0,15,4.1,7.9,2025,2,15,6,46,Winter,0
2025-02-15 07:00:00,13.3,73,12.4,0.0,37,3.5,7.9,2025,2,15,7,46,Winter,0
2025-02-15 08:00:00,15.8,61,14.9,0.0,11,2.8,8.6,2025,2,15,8,46,Winter,0
2025-02-15 09:00:00,19.6,46,18.8,0.0,35,1.3,10.4,2025,2,15,9,46,Winter,0
2025-02-15 10:00:00,22.9,35,21.9,0.0,23,0.7,10.8,2025,2,15,10,46,Winter,0
2025-02-15 11:00:00,25.1,27,23.6,0.0,2,4.7,17.6,2025,2,15,11,46,Winter,0
2025-02-15 12:00:00,25.6,27,24.2,0.0,0,8.2,25.2,2025,2,15,12,46,Winter,0
2025-02-15 13:00:00,25.6,27,24.0,0.0,0,9.8,28.8,2025,2,15,13,46,Winter,0
2025-02-15 14:00:00,25.6,26,23.7,0.0,0,9.1,28.8,2025,2,15,14,46,Winter,0
2025-02-15 15:00:00,25.6,26,22.9,0.0,0,9.3,26.6,2025,2,15,15,46,Winter,0
2025-02-15 16:00:00,24.9,28,22.1,0.0,0,10.3,26.3,2025,2,15,16,46,Winter,0
2025-02-15 17:00:00,23.7,31,21.2,0.0,0,9.6,25.9,2025,2,15,17,46,Winter,0
2025-02-15 18:00:00,24.1,31,22.0,0.0,0,6.9,15.8,2025,2,15,18,46,Winter,0
2025-02-15 19:00:00,22.6,36,21.0,0.0,0,4.9,14.4,2025,2,15,19,46,Winter,0
2025-02-15 20:00:00,21.3,43,20.1,0.0,5,4.6,9.7,2025,2,15,20,46,Winter,0
2025-02-15 21:00:00,20.2,49,19.2,0.0,45,5.1,10.4,2025,2,15,21,46,Winter,0
2025-02-15 22:00:00,19.1,50,17.9,0.0,76,5.6,12.2,2025,2,15,22,46,Winter,0
2025-02-15 23:00:00,18.1,53,16.9,0.0,14,5.1,12.2,2025,2,15,23,46,Winter,0
2025-02-16 00:00:00,17.5,57,17.0,0.0,0,1.9,9.4,2025,2,16,0,47,Winter,0
2025-02-16 01:00:00,17.2,59,16.7,0.0,0,1.6,3.2,2025,2,16,1,47,Winter,0
2025-02-16 02:00:00,17.3,59,17.1,0.0,0,0.0,2.5,2025,2,16,2,47,Winter,0
2025-02-16 03:00:00,15.8,63,14.9,0.0,1,3.7,5.8,2025,2,16,3,47,Winter,0
2025-02-16 04:00:00,15.4,65,14.7,0.0,9,2.1,5.8,2025,2,16,4,47,Winter,0
2025-02-16 05:00:00,14.8,68,14.1,0.0,0,2.4,3.2,2025,2,16,5,47,Winter,0
2025-02-16 06:00:00,13.5,79,13.0,0.0,0,3.1,5.4,2025,2,16,6,47,Winter,0
2025-02-16 07:00:00,13.6,81,13.2,0.0,17,3.2,5.0,2025,2,16,7,47,Winter,0
2025-02-16 08:00:00,16.1,69,15.7,0.0,0,3.6,9.4,2025,2,16,8,47,Winter,0
2025-02-16 09:00:00,19.5,56,19.4,0.0,2,1.6,10.4,2025,2,16,9,47,Winter,0
2025-02-16 10:00:00,22.5,44,22.0,0.0,37,2.8,14.0,2025,2,16,10,47,Winter,0
2025-02-16 11:00:00,24.6,34,24.3,0.0,94,2.4,15.5,2025,2,16,11,47,Winter,0
2025-02-16 12:00:00,25.8,30,25.7,0.0,100,1.9,15.1,2025,2,16,12,47,Winter,0
2025-02-16 13:00:00,26.4,29,25.7,0.0,100,4.5,19.4,2025,2,16,13,47,Winter,0
2025-02-16 14:00:00,26.6,30,25.3,0.0,100,5.9,21.2,2025,2,16,14,47,Winter,0
2025-02-16 15:00:00,26.5,30,24.9,0.0,100,6.5,22.0,2025,2,16,15,47,Winter,0
2025-02-16 16:00:00,26.0,32,24.4,0.0,100,6.8,22.0,2025,2,16,16,47,Winter,0
2025-02-16 17:00:00,24.9,36,23.3,0.0,85,8.4,20.2,2025,2,16,17,47,Winter,0
2025-02-16 18:00:00,23.8,40,22.5,0.0,19,7.8,19.8,2025,2,16,18,47,Winter,0
2025-02-16 19:00:00,22.5,48,21.7,0.0,23,6.8,16.9,2025,2,16,19,47,Winter,0
2025-02-16 20:00:00,21.5,53,21.1,0.0,39,6.1,14.4,2025,2,16,20,47,Winter,0
2025-02-16 21:00:00,20.2,59,20.2,0.0,4,4.4,12.2,2025,2,16,21,47,Winter,0
2025-02-16 22:00:00,19.0,64,18.9,0.0,41,4.9,9.4,2025,2,16,22,47,Winter,0
2025-02-16 23:00:00,18.1,69,18.1,0.0,1,4.6,9.4,2025,2,16,23,47,Winter,0
2025-02-17 00:00:00,17.4,71,17.4,0.0,2,4.3,7.6,2025,2,17,0,48,Winter,0
2025-02-17 01:00:00,17.0,73,17.2,0.0,4,3.1,7.2,2025,2,17,1,48,Winter,0
2025-02-17 02:00:00,16.7,75,17.0,0.0,67,1.8,4.7,2025,2,17,2,48,Winter,0
2025-02-17 03:00:00,16.9,74,17.3,0.0,90,2.1,2.9,2025,2,17,3,48,Winter,0
2025-02-17 04:00:00,16.5,76,16.6,0.0,100,3.5,7.2,2025,2,17,4,48,Winter,0
2025-02-17 05:00:00,16.7,76,17.2,0.0,100,1.9,5.8,2025,2,17,5,48,Winter,0
2025-02-17 06:00:00,16.4,79,17.1,0.0,81,1.4,4.0,2025,2,17,6,48,Winter,0
2025-02-17 07:00:00,16.2,81,17.0,0.0,0,1.0,3.2,2025,2,17,7,48,Winter,0
2025-02-17 08:00:00,18.1,70,18.5,0.0,0,2.4,8.6,2025,2,17,8,48,Winter,0
2025-02-17 09:00:00,20.6,57,20.9,0.0,0,1.8,11.2,2025,2,17,9,48,Winter,0
2025-02-17 10:00:00,23.4,41,22.8,0.0,1,2.8,14.4,2025,2,17,10,48,Winter,0
2025-02-17 11:00:00,25.6,31,25.5,0.0,29,1.1,14.8,2025,2,17,11,48,Winter,0
2025-02-17 12:00:00,27.0,26,26.9,0.0,20,0.7,13.7,2025,2,17,12,48,Winter,0
2025-02-17 13:00:00,28.1,21,27.7,0.0,7,1.0,14.0,2025,2,17,13,48,Winter,0
2025-02-17 14:00:00,28.7,19,27.3,0.0,0,2.0,14.4,2025,2,17,14,48,Winter,0
2025-02-17 15:00:00,28.8,19,26.7,0.0,12,3.3,15.8,2025,2,17,15,48,Winter,0
2025-02-17 16:00:00,28.0,23,25.7,0.0,41,6.7,19.8,2025,2,17,16,48,Winter,0
2025-02-17 17:00:00,26.4,29,24.4,0.0,8,7.9,21.2,2025,2,17,17,48,Winter,0
2025-02-17 18:00:00,24.5,31,23.1,0.0,2,3.6,15.1,2025,2,17,18,48,Winter,0
2025-02-17 19:00:00,23.3,42,23.0,0.0,37,1.0,7.6,2025,2,17,19,48,Winter,0
2025-02-17 20:00:00,22.4,49,22.7,0.0,0,0.4,3.6,2025,2,17,20,48,Winter,0
2025-02-17 21:00:00,21.4,52,21.5,0.0,54,1.5,3.2,2025,2,17,21,48,Winter,0
2025-02-17 22:00:00,20.6,59,20.9,0.0,38,3.0,5.0,2025,2,17,22,48,Winter,0
2025-02-17 23:00:00,19.4,65,19.5,0.0,100,4.6,7.9,2025,2,17,23,48,Winter,0
2025-02-18 00:00:00,19.8,64,20.0,0.0,100,4.4,8.6,2025,2,18,0,49,Winter,0
2025-02-18 01:00:00,19.3,65,19.4,0.0,5,4.4,9.0,2025,2,18,1,49,Winter,0
2025-02-18 02:00:00,18.1,67,17.9,0.0,61,5.1,8.3,2025,2,18,2,49,Winter,0
2025-02-18 03:00:00,18.2,63,17.5,0.0,49,6.9,13.3,2025,2,18,3,49,Winter,0
2025-02-18 04:00:00,17.1,69,16.8,0.0,91,4.6,13.7,2025,2,18,4,49,Winter,0
2025-02-18 05:00:00,17.3,70,17.5,0.0,57,1.8,7.2,2025,2,18,5,49,Winter,0
2025-02-18 06:00:00,17.0,74,17.6,0.0,26,1.1,4.3,2025,2,18,6,49,Winter,0
2025-02-18 07:00:00,16.8,75,17.0,0.0,98,3.2,5.8,2025,2,18,7,49,Winter,0
2025-02-18 08:00:00,18.9,65,18.8,0.0,100,5.1,10.8,2025,2,18,8,49,Winter,0
2025-02-18 09:00:00,19.8,62,19.7,0.0,100,5.9,12.2,2025,2,18,9,49,Winter,0
2025-02-18 10:00:00,21.0,58,20.7,0.0,100,7.1,18.0,2025,2,18,10,49,Winter,0
2025-02-18 11:00:00,22.0,53,21.1,0.0,100,9.6,26.3,2025,2,18,11,49,Winter,0
2025-02-18 12:00:00,23.3,45,22.6,0.0,94,6.7,25.9,2025,2,18,12,49,Winter,0
2025-02-18 13:00:00,24.8,35,23.5,0.0,1,6.4,21.2,2025,2,18,13,49,Winter,0
2025-02-18 14:00:00,26.3,29,25.1,0.0,1,7.8,24.8,2025,2,18,14,49,Winter,0
2025-02-18 15:00:00,26.4,27,24.0,0.0,0,9.0,26.3,2025,2,18,15,49,Winter,0
2025-02-18 16:00:00,25.9,26,23.4,0.0,0,8.6,25.9,2025,2,18,16,49,Winter,0
2025-02-18 17:00:00,24.8,30,22.8,0.0,0,7.1,23.4,2025,2,18,17,49,Winter,0
2025-02-18 18:00:00,23.4,36,21.9,0.0,2,5.1,19.4,2025,2,18,18,49,Winter,0
2025-02-18 19:00:00,22.0,46,21.4,0.0,1,4.2,10.1,2025,2,18,19,49,Winter,0
2025-02-18 20:00:00,21.3,52,21.0,0.0,0,3.9,7.9,2025,2,18,20,49,Winter,0
2025-02-18 21:00:00,20.8,55,20.7,0.0,0,3.1,6.8,2025,2,18,21,49,Winter,0
2025-02-18 22:00:00,19.9,56,19.4,0.0,0,5.0,7.9,2025,2,18,22,49,Winter,0
2025-02-18 23:00:00,18.9,59,18.4,0.0,0,4.9,9.0,2025,2,18,23,49,Winter,0
2025-02-19 00:00:00,17.9,61,17.2,0.0,0,4.9,9.0,2025,2,19,0,50,Winter,0
2025-02-19 01:00:00,17.0,63,16.3,0.0,0,5.1,10.1,2025,2,19,1,50,Winter,0
2025-02-19 02:00:00,16.2,66,15.4,0.0,0,4.8,9.7,2025,2,19,2,50,Winter,0
2025-02-19 03:00:00,15.6,68,14.7,0.0,8,5.1,10.1,2025,2,19,3,50,Winter,0
2025-02-19 04:00:00,15.1,69,14.2,0.0,8,5.1,10.1,2025,2,19,4,50,Winter,0
2025-02-19 05:00:00,14.7,69,13.7,0.0,97,5.2,10.4,2025,2,19,5,50,Winter,0
2025-02-19 06:00:00,14.2,76,13.4,0.0,93,5.1,10.4,2025,2,19,6,50,Winter,0
2025-02-19 07:00:00,14.3,75,13.4,0.0,100,6.1,11.9,2025,2,19,7,50,Winter,0
2025-02-19 08:00:00,16.1,68,15.3,0.0,90,5.9,13.7,2025,2,19,8,50,Winter,0
2025-02-19 09:00:00,19.2,56,18.7,0.0,100,4.1,14.8,2025,2,19,9,50,Winter,0
2025-02-19 10:00:00,21.9,45,21.1,0.0,88,4.5,17.3,2025,2,19,10,50,Winter,0
2025-02-19 11:00:00,24.3,36,23.4,0.0,100,5.8,20.5,2025,2,19,11,50,Winter,0
2025-02-19 12:00:00,25.7,29,24.6,0.0,100,6.7,22.7,2025,2,19,12,50,Winter,0
2025-02-19 13:00:00,26.6,26,25.0,0.0,81,6.9,23.0,2025,2,19,13,50,Winter,0
2025-02-19 14:00:00,27.0,25,25.1,0.0,76,7.3,23.8,2025,2,19,14,50,Winter,0
2025-02-19 15:00:00,27.0,26,24.7,0.0,99,8.5,25.6,2025,2,19,15,50,Winter,0
