time,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,cloud_cover,wind_speed_10m,wind_gusts_10m,year,month,day,hour,day_of_year,season,rain_flag
2025-01-01 00:00:00,8.3,100,7.4,0.0,99,2.8,4.7,2025,1,1,0,1,Winter,0
2025-01-01 01:00:00,8.0,100,7.0,0.0,100,2.9,5.4,2025,1,1,1,1,Winter,0
2025-01-01 02:00:00,7.8,100,6.5,0.0,100,4.7,10.1,2025,1,1,2,1,Winter,0
2025-01-01 03:00:00,8.0,99,6.5,0.0,100,5.8,12.6,2025,1,1,3,1,Winter,0
2025-01-01 04:00:00,7.7,98,6.1,0.0,100,6.3,13.0,2025,1,1,4,1,Winter,0
2025-01-01 05:00:00,7.8,97,6.0,0.0,100,7.6,16.2,2025,1,1,5,1,Winter,0
2025-01-01 06:00:00,8.4,96,7.2,0.0,100,4.3,13.0,2025,1,1,6,1,Winter,0
2025-01-01 07:00:00,8.5,95,7.2,0.0,100,4.7,12.2,2025,1,1,7,1,Winter,0
2025-01-01 08:00:00,8.9,93,7.4,0.0,100,6.3,15.8,2025,1,1,8,1,Winter,0
2025-01-01 09:00:00,9.5,97,7.9,0.0,100,8.7,21.6,2025,1,1,9,1,Winter,0
2025-01-01 10:00:00,11.3,89,9.8,0.0,100,9.4,23.4,2025,1,1,10,1,Winter,0
2025-01-01 11:00:00,13.2,82,11.9,0.0,55,8.8,24.1,2025,1,1,11,1,Winter,0
2025-01-01 12:00:00,14.6,78,13.8,0.0,4,6.9,23.4,2025,1,1,12,1,Winter,0
2025-01-01 13:00:00,15.8,73,15.2,0.0,0,6.5,20.9,2025,1,1,13,1,Winter,0
2025-01-01 14:00:00,16.6,71,16.0,0.0,0,6.7,20.2,2025,1,1,14,1,Winter,0
2025-01-01 15:00:00,16.8,70,16.1,0.0,0,7.5,19.4,2025,1,1,15,1,Winter,0
2025-01-01 16:00:00,16.3,73,15.7,0.0,1,7.0,19.4,2025,1,1,16,1,Winter,0
2025-01-01 17:00:00,14.7,80,14.2,0.0,9,5.7,15.5,2025,1,1,17,1,Winter,0
2025-01-01 18:00:00,12.2,86,11.7,0.0,18,3.2,5.4,2025,1,1,18,1,Winter,0
2025-01-01 19:00:00,11.6,88,10.8,0.0,19,4.6,7.6,2025,1,1,19,1,Winter,0
2025-01-01 20:00:00,11.1,90,10.3,0.0,6,4.7,8.3,2025,1,1,20,1,Winter,0
2025-01-01 21:00:00,10.7,91,9.8,0.0,5,5.0,9.0,2025,1,1,21,1,Winter,0
2025-01-01 22:00:00,10.3,93,9.3,0.0,8,5.1,9.7,2025,1,1,22,1,Winter,0
2025-01-01 23:00:00,9.8,94,8.8,0.0,16,5.2,9.7,2025,1,1,23,1,Winter,0
2025-01-02 00:00:00,9.5,95,8.4,0.0,40,5.2,10.1,2025,1,2,0,2,Winter,0
2025-01-02 01:00:00,9.1,96,7.9,0.0,14,5.1,9.7,2025,1,2,1,2,Winter,0
2025-01-02 02:00:00,8.9,96,7.4,0.0,47,6.8,11.9,2025,1,2,2,2,Winter,0
2025-01-02 03:00:00,8.5,97,6.8,0.0,99,7.8,15.8,2025,1,2,3,2,Winter,0
2025-01-02 04:00:00,8.5,97,6.7,0.0,100,8.8,17.3,2025,1,2,4,2,Winter,0
2025-01-02 05:00:00,8.8,97,6.8,0.0,100,10.1,19.8,2025,1,2,5,2,Winter,0
2025-01-02 06:00:00,8.7,97,7.0,0.0,99,8.5,18.4,2025,1,2,6,2,Winter,0
2025-01-02 07:00:00,8.7,96,7.0,0.0,99,8.3,16.9,2025,1,2,7,2,Winter,0
2025-01-02 08:00:00,9.9,93,8.2,0.0,85,9.5,19.8,2025,1,2,8,2,Winter,0
2025-01-02 09:00:00,11.7,90,10.6,0.0,74,7.4,19.4,2025,1,2,9,2,Winter,0
2025-01-02 10:00:00,13.6,82,12.7,0.0,37,6.8,19.4,2025,1,2,10,2,Winter,0
2025-01-02 11:00:00,15.2,76,14.5,0.0,92,6.5,19.8,2025,1,2,11,2,Winter,0
2025-01-02 12:00:00,16.5,71,15.9,0.0,85,7.3,21.2,2025,1,2,12,2,Winter,0
2025-01-02 13:00:00,17.6,66,16.9,0.0,82,7.9,22.3,2025,1,2,13,2,Winter,0
2025-01-02 14:00:00,18.2,65,17.3,0.0,99,8.4,22.3,2025,1,2,14,2,Winter,0
2025-01-02 15:00:00,18.2,65,17.4,0.0,98,8.6,22.0,2025,1,2,15,2,Winter,0
2025-01-02 16:00:00,17.6,69,17.3,0.0,100,6.3,20.5,2025,1,2,16,2,Winter,0
2025-01-02 17:00:00,15.7,78,15.5,0.0,100,5.2,13.7,2025,1,2,17,2,Winter,0
2025-01-02 18:00:00,13.6,81,13.0,0.0,100,4.8,7.2,2025,1,2,18,2,Winter,0
2025-01-02 19:00:00,13.1,83,12.5,0.0,100,4.5,7.6,2025,1,2,19,2,Winter,0
2025-01-02 20:00:00,12.6,84,12.0,0.0,100,3.7,7.6,2025,1,2,20,2,Winter,0
2025-01-02 21:00:00,11.8,87,11.2,0.0,100,4.0,6.5,2025,1,2,21,2,Winter,0
2025-01-02 22:00:00,11.0,90,10.2,0.0,100,4.2,7.6,2025,1,2,22,2,Winter,0
2025-01-02 23:00:00,10.2,92,9.3,0.0,99,4.2,7.6,2025,1,2,23,2,Winter,0
2025-01-03 00:00:00,9.7,93,8.6,0.0,100,4.7,8.6,2025,1,3,0,3,Winter,0
2025-01-03 01:00:00,9.4,93,8.2,0.0,100,4.7,8.3,2025,1,3,1,3,Winter,0
2025-01-03 02:00:00,9.0,94,7.8,0.0,100,5.1,7.9,2025,1,3,2,3,Winter,0
2025-01-03 03:00:00,9.2,94,7.9,0.0,100,5.2,9.4,2025,1,3,3,3,Winter,0
2025-01-03 04:00:00,8.9,96,7.6,0.0,99,5.9,11.2,2025,1,3,4,3,Winter,0
2025-01-03 05:00:00,8.6,98,7.2,0.0,99,6.1,10.8,2025,1,3,5,3,Winter,0
2025-01-03 06:00:00,9.3,99,8.3,0.0,100,5.2,11.9,2025,1,3,6,3,Winter,0
2025-01-03 07:00:00,9.2,96,8.0,0.0,100,5.2,11.5,2025,1,3,7,3,Winter,0
2025-01-03 08:00:00,9.8,96,8.8,0.0,100,5.6,12.6,2025,1,3,8,3,Winter,0
2025-01-03 09:00:00,11.0,95,10.5,0.0,100,3.7,13.0,2025,1,3,9,3,Winter,0
2025-01-03 10:00:00,12.8,92,12.9,0.0,100,3.0,12.6,2025,1,3,10,3,Winter,0
2025-01-03 11:00:00,15.2,82,15.4,0.0,100,3.2,13.7,2025,1,3,11,3,Winter,0
2025-01-03 12:00:00,17.3,72,17.3,0.0,100,3.9,15.1,2025,1,3,12,3,Winter,0
2025-01-03 13:00:00,18.7,64,18.6,0.0,99,4.1,15.1,2025,1,3,13,3,Winter,0
2025-01-03 14:00:00,19.4,62,19.4,0.0,100,4.0,14.8,2025,1,3,14,3,Winter,0
2025-01-03 15:00:00,19.6,61,19.6,0.0,100,4.0,13.7,2025,1,3,15,3,Winter,0
2025-01-03 16:00:00,19.0,70,19.7,0.0,100,2.7,10.8,2025,1,3,16,3,Winter,0
2025-01-03 17:00:00,16.7,78,16.9,0.0,96,4.4,6.1,2025,1,3,17,3,Winter,0
2025-01-03 18:00:00,14.7,82,14.7,0.0,0,3.0,4.3,2025,1,3,18,3,Winter,0
2025-01-03 19:00:00,13.7,86,13.8,0.0,0,2.5,4.3,2025,1,3,19,3,Winter,0
2025-01-03 20:00:00,12.8,89,12.6,0.0,0,3.1,4.7,2025,1,3,20,3,Winter,0
2025-01-03 21:00:00,12.0,90,11.6,0.0,0,3.9,6.8,2025,1,3,21,3,Winter,0
2025-01-03 22:00:00,11.4,91,10.8,0.0,0,4.2,7.2,2025,1,3,22,3,Winter,0
2025-01-03 23:00:00,10.9,91,10.1,0.0,0,4.4,7.6,2025,1,3,23,3,Winter,0
2025-01-04 00:00:00,10.3,92,9.3,0.0,0,4.9,7.9,2025,1,4,0,4,Winter,0
2025-01-04 01:00:00,9.7,95,8.7,0.0,0,5.0,8.3,2025,1,4,1,4,Winter,0
2025-01-04 02:00:00,9.3,97,8.3,0.0,32,5.0,9.0,2025,1,4,2,4,Winter,0
2025-01-04 03:00:00,9.0,96,7.9,0.0,58,4.6,9.0,2025,1,4,3,4,Winter,0
2025-01-04 04:00:00,8.4,97,7.3,0.0,74,3.6,7.9,2025,1,4,4,4,Winter,0
2025-01-04 05:00:00,8.6,99,7.7,0.0,96,3.1,6.5,2025,1,4,5,4,Winter,0
2025-01-04 06:00:00,9.0,98,8.4,0.0,100,1.5,5.4,2025,1,4,6,4,Winter,0
2025-01-04 07:00:00,9.2,98,8.8,0.0,98,0.9,4.7,2025,1,4,7,4,Winter,0
2025-01-04 08:00:00,10.0,98,9.6,0.0,99,1.5,7.2,2025,1,4,8,4,Winter,0
2025-01-04 09:00:00,11.9,97,12.0,0.0,94,2.6,9.7,2025,1,4,9,4,Winter,0
2025-01-04 10:00:00,14.4,91,15.0,0.0,1,1.7,11.2,2025,1,4,10,4,Winter,0
2025-01-04 11:00:00,17.0,82,18.0,0.0,0,2.2,11.9,2025,1,4,11,4,Winter,0
2025-01-04 12:00:00,19.3,74,20.4,0.0,1,3.4,14.0,2025,1,4,12,4,Winter,0
2025-01-04 13:00:00,20.4,70,21.6,0.0,1,3.6,14.4,2025,1,4,13,4,Winter,0
2025-01-04 14:00:00,21.0,69,22.1,0.0,0,3.6,14.0,2025,1,4,14,4,Winter,0
2025-01-04 15:00:00,21.1,69,22.2,0.0,0,4.0,13.0,2025,1,4,15,4,Winter,0
2025-01-04 16:00:00,20.3,74,21.5,0.0,0,4.4,11.9,2025,1,4,16,4,Winter,0
2025-01-04 17:00:00,17.7,84,18.5,0.0,0,5.1,9.7,2025,1,4,17,4,Winter,0
2025-01-04 18:00:00,14.5,86,14.3,0.0,0,6.1,11.5,2025,1,4,18,4,Winter,0
2025-01-04 19:00:00,13.9,89,13.5,0.0,0,6.6,12.6,2025,1,4,19,4,Winter,0
2025-01-04 20:00:00,13.2,92,12.8,0.0,0,6.6,12.6,2025,1,4,20,4,Winter,0
2025-01-04 21:00:00,12.6,94,12.0,0.0,0,6.9,13.0,2025,1,4,21,4,Winter,0
2025-01-04 22:00:00,12.0,95,11.3,0.0,0,7.3,13.7,2025,1,4,22,4,Winter,0
2025-01-04 23:00:00,11.1,96,10.2,0.0,0,6.6,13.3,2025,1,4,23,4,Winter,0
2025-01-05 00:00:00,10.4,96,9.5,0.0,0,5.8,13.0,2025,1,5,0,5,Winter,0
2025-01-05 01:00:00,9.3,97,8.2,0.0,0,5.3,10.8,2025,1,5,1,5,Winter,0
2025-01-05 02:00:00,9.3,98,8.3,0.0,2,4.8,9.7,2025,1,5,2,5,Winter,0
2025-01-05 03:00:00,9.2,98,8.3,0.0,100,4.0,8.6,2025,1,5,3,5,Winter,0
2025-01-05 04:00:00,9.3,99,8.5,0.0,100,3.8,6.5,2025,1,5,4,5,Winter,0
2025-01-05 05:00:00,9.9,100,9.0,0.0,100,5.4,10.1,2025,1,5,5,5,Winter,0
2025-01-05 06:00:00,9.9,98,8.8,0.0,100,6.5,14.4,2025,1,5,6,5,Winter,0
2025-01-05 07:00:00,9.7,98,8.3,0.0,100,8.1,18.0,2025,1,5,7,5,Winter,0
2025-01-05 08:00:00,9.7,97,8.2,0.0,100,8.7,19.8,2025,1,5,8,5,Winter,0
2025-01-05 09:00:00,10.1,97,8.7,0.0,100,9.1,21.2,2025,1,5,9,5,Winter,0
2025-01-05 10:00:00,11.7,91,10.5,0.0,60,8.7,22.3,2025,1,5,10,5,Winter,0
2025-01-05 11:00:00,14.0,84,13.4,0.0,13,6.4,22.0,2025,1,5,11,5,Winter,0
2025-01-05 12:00:00,15.7,79,15.6,0.0,4,5.4,19.4,2025,1,5,12,5,Winter,0
2025-01-05 13:00:00,17.1,75,17.2,0.0,3,5.3,18.4,2025,1,5,13,5,Winter,0
2025-01-05 14:00:00,17.9,71,17.9,0.0,5,5.6,18.0,2025,1,5,14,5,Winter,0
2025-01-05 15:00:00,18.1,71,18.1,0.0,3,6.1,16.9,2025,1,5,15,5,Winter,0
2025-01-05 16:00:00,17.6,74,17.4,0.0,0,7.1,16.6,2025,1,5,16,5,Winter,0
2025-01-05 17:00:00,16.0,81,15.8,0.0,0,7.0,15.1,2025,1,5,17,5,Winter,0
2025-01-05 18:00:00,13.8,87,13.1,0.0,0,7.8,15.8,2025,1,5,18,5,Winter,0
2025-01-05 19:00:00,13.2,90,12.5,0.0,0,7.8,15.5,2025,1,5,19,5,Winter,0
2025-01-05 20:00:00,12.6,91,11.9,0.0,0,7.3,15.1,2025,1,5,20,5,Winter,0
2025-01-05 21:00:00,12.2,92,11.4,0.0,0,6.9,14.4,2025,1,5,21,5,Winter,0
2025-01-05 22:00:00,11.5,94,10.9,0.0,0,5.2,13.0,2025,1,5,22,5,Winter,0
2025-01-05 23:00:00,10.8,95,10.2,0.0,0,4.6,9.4,2025,1,5,23,5,Winter,0
2025-01-06 00:00:00,10.3,97,9.6,0.0,0,3.9,7.9,2025,1,6,0,6,Winter,0
2025-01-06 01:00:00,9.8,98,9.1,0.0,0,4.3,6.5,2025,1,6,1,6,Winter,0
2025-01-06 02:00:00,9.7,99,8.9,0.0,26,5.0,8.6,2025,1,6,2,6,Winter,0
2025-01-06 03:00:00,8.8,100,7.8,0.0,73,4.6,9.4,2025,1,6,3,6,Winter,0
2025-01-06 04:00:00,9.1,99,8.6,0.0,91,0.8,7.6,2025,1,6,4,6,Winter,0
2025-01-06 05:00:00,9.0,100,8.6,0.0,100,0.7,6.8,2025,1,6,5,6,Winter,0
2025-01-06 06:00:00,9.9,100,9.6,1.2,100,1.7,4.0,2025,1,6,6,6,Winter,1
2025-01-06 07:00:00,10.6,98,10.0,3.6,100,5.1,15.5,2025,1,6,7,6,Winter,1
2025-01-06 08:00:00,10.9,98,10.3,0.1,100,5.2,19.8,2025,1,6,8,6,Winter,1
2025-01-06 09:00:00,12.5,92,12.6,0.0,100,1.5,13.0,2025,1,6,9,6,Winter,0
2025-01-06 10:00:00,14.0,88,14.4,0.0,47,1.8,10.4,2025,1,6,10,6,Winter,0
2025-01-06 11:00:00,15.7,81,16.3,0.0,28,0.9,11.5,2025,1,6,11,6,Winter,0
2025-01-06 12:00:00,16.8,77,17.4,0.0,14,2.3,12.6,2025,1,6,12,6,Winter,0
2025-01-06 13:00:00,17.5,74,17.7,0.0,3,4.5,16.2,2025,1,6,13,6,Winter,0
2025-01-06 14:00:00,17.9,71,17.9,0.0,3,5.7,17.6,2025,1,6,14,6,Winter,0
2025-01-06 15:00:00,18.0,73,17.8,0.0,18,7.7,19.8,2025,1,6,15,6,Winter,0
2025-01-06 16:00:00,17.4,75,16.9,0.0,20,9.2,20.9,2025,1,6,16,6,Winter,0
2025-01-06 17:00:00,16.1,80,15.8,0.0,2,7.4,19.8,2025,1,6,17,6,Winter,0
2025-01-06 18:00:00,14.2,86,13.8,0.0,6,6.0,16.6,2025,1,6,18,6,Winter,0
2025-01-06 19:00:00,13.6,87,13.2,0.0,1,6.0,11.9,2025,1,6,19,6,Winter,0
2025-01-06 20:00:00,13.5,87,12.8,0.0,1,7.3,14.4,2025,1,6,20,6,Winter,0
2025-01-06 21:00:00,13.0,88,12.1,0.0,3,8.5,16.9,2025,1,6,21,6,Winter,0
2025-01-06 22:00:00,12.4,91,11.3,0.0,3,9.3,18.4,2025,1,6,22,6,Winter,0
2025-01-06 23:00:00,11.9,94,10.8,0.0,1,9.2,18.7,2025,1,6,23,6,Winter,0
2025-01-07 00:00:00,11.5,95,10.3,0.0,5,9.4,18.4,2025,1,7,0,7,Winter,0
2025-01-07 01:00:00,11.3,95,10.0,0.0,7,9.9,19.4,2025,1,7,1,7,Winter,0
2025-01-07 02:00:00,11.0,95,9.7,0.0,8,9.7,19.8,2025,1,7,2,7,Winter,0
2025-01-07 03:00:00,10.7,96,9.4,0.0,16,9.5,19.4,2025,1,7,3,7,Winter,0
2025-01-07 04:00:00,10.4,97,8.9,0.0,20,10.1,19.4,2025,1,7,4,7,Winter,0
2025-01-07 05:00:00,10.2,97,8.6,0.0,15,10.5,20.5,2025,1,7,5,7,Winter,0
2025-01-07 06:00:00,11.3,98,9.9,0.0,100,11.8,22.7,2025,1,7,6,7,Winter,0
2025-01-07 07:00:00,11.1,98,9.6,0.0,100,11.7,25.2,2025,1,7,7,7,Winter,0
2025-01-07 08:00:00,11.2,99,10.1,0.0,100,9.3,23.4,2025,1,7,8,7,Winter,0
2025-01-07 09:00:00,11.7,97,10.6,0.0,100,9.8,22.7,2025,1,7,9,7,Winter,0
2025-01-07 10:00:00,12.9,92,11.9,0.0,100,10.0,24.1,2025,1,7,10,7,Winter,0
2025-01-07 11:00:00,14.2,86,13.1,0.0,100,11.6,27.7,2025,1,7,11,7,Winter,0
2025-01-07 12:00:00,15.6,79,14.2,0.0,100,13.8,32.0,2025,1,7,12,7,Winter,0
2025-01-07 13:00:00,16.9,69,15.3,0.0,42,13.6,33.5,2025,1,7,13,7,Winter,0
2025-01-07 14:00:00,17.5,69,16.5,0.0,3,10.2,32.0,2025,1,7,14,7,Winter,0
2025-01-07 15:00:00,17.5,69,16.5,0.0,2,10.0,25.9,2025,1,7,15,7,Winter,0
2025-01-07 16:00:00,16.8,72,15.9,0.0,1,9.9,24.1,2025,1,7,16,7,Winter,0
2025-01-07 17:00:00,15.5,78,14.6,0.0,0,9.4,22.3,2025,1,7,17,7,Winter,0
2025-01-07 18:00:00,13.8,86,13.3,0.0,16,6.1,14.8,2025,1,7,18,7,Winter,0
2025-01-07 19:00:00,13.3,87,12.7,0.0,3,6.6,13.0,2025,1,7,19,7,Winter,0
2025-01-07 20:00:00,12.8,89,11.9,0.0,2,7.8,14.8,2025,1,7,20,7,Winter,0
2025-01-07 21:00:00,12.2,91,11.2,0.0,0,8.4,16.6,2025,1,7,21,7,Winter,0
2025-01-07 22:00:00,11.7,91,10.6,0.0,0,8.4,16.6,2025,1,7,22,7,Winter,0
2025-01-07 23:00:00,11.2,90,9.8,0.0,0,8.8,17.3,2025,1,7,23,7,Winter,0
2025-01-08 00:00:00,10.7,89,9.0,0.0,0,9.6,18.7,2025,1,8,0,8,Winter,0
2025-01-08 01:00:00,10.2,88,8.4,0.0,0,9.3,18.7,2025,1,8,1,8,Winter,0
2025-01-08 02:00:00,9.8,88,7.8,0.0,0,9.7,18.4,2025,1,8,2,8,Winter,0
2025-01-08 03:00:00,9.5,88,7.3,0.0,0,10.3,19.8,2025,1,8,3,8,Winter,0
2025-01-08 04:00:00,9.2,87,6.9,0.0,0,10.5,20.5,2025,1,8,4,8,Winter,0
2025-01-08 05:00:00,9.0,86,6.6,0.0,0,10.8,21.2,2025,1,8,5,8,Winter,0
2025-01-08 06:00:00,8.9,88,6.6,0.0,0,10.8,20.5,2025,1,8,6,8,Winter,0
2025-01-08 07:00:00,8.7,88,6.4,0.0,0,10.3,20.9,2025,1,8,7,8,Winter,0
2025-01-08 08:00:00,9.6,84,7.3,0.0,0,11.0,21.6,2025,1,8,8,8,Winter,0
2025-01-08 09:00:00,11.3,80,9.4,0.0,0,9.6,22.3,2025,1,8,9,8,Winter,0
2025-01-08 10:00:00,13.2,73,11.4,0.0,0,9.2,24.1,2025,1,8,10,8,Winter,0
2025-01-08 11:00:00,15.0,67,13.3,0.0,0,9.7,25.9,2025,1,8,11,8,Winter,0
2025-01-08 12:00:00,16.7,62,15.1,0.0,0,10.7,27.0,2025,1,8,12,8,Winter,0
2025-01-08 13:00:00,17.8,56,16.1,0.0,0,11.1,28.1,2025,1,8,13,8,Winter,0
2025-01-08 14:00:00,18.4,52,16.3,0.0,0,11.1,28.1,2025,1,8,14,8,Winter,0
2025-01-08 15:00:00,18.3,52,16.3,0.0,0,10.1,27.0,2025,1,8,15,8,Winter,0
2025-01-08 16:00:00,17.6,57,16.2,0.0,0,7.5,23.0,2025,1,8,16,8,Winter,0
2025-01-08 17:00:00,15.4,67,14.2,0.0,0,6.2,16.2,2025,1,8,17,8,Winter,0
2025-01-08 18:00:00,14.7,71,13.6,0.0,0,6.4,12.6,2025,1,8,18,8,Winter,0
2025-01-08 19:00:00,13.8,73,12.7,0.0,0,6.2,12.2,2025,1,8,19,8,Winter,0
2025-01-08 20:00:00,13.0,75,11.7,0.0,3,5.8,11.5,2025,1,8,20,8,Winter,0
2025-01-08 21:00:00,12.3,76,10.9,0.0,0,5.7,11.2,2025,1,8,21,8,Winter,0
2025-01-08 22:00:00,11.7,76,10.3,0.0,3,4.8,9.7,2025,1,8,22,8,Winter,0
2025-01-08 23:00:00,10.9,79,9.6,0.0,0,4.4,7.9,2025,1,8,23,8,Winter,0
2025-01-09 00:00:00,10.1,82,8.8,0.0,0,4.0,6.8,2025,1,9,0,9,Winter,0
2025-01-09 01:00:00,9.3,85,7.8,0.0,12,4.3,7.6,2025,1,9,1,9,Winter,0
2025-01-09 02:00:00,8.9,85,7.3,0.0,0,4.8,8.6,2025,1,9,2,9,Winter,0
2025-01-09 03:00:00,8.5,85,6.8,0.0,12,4.9,9.0,2025,1,9,3,9,Winter,0
2025-01-09 04:00:00,8.2,86,6.6,0.0,1,3.4,7.9,2025,1,9,4,9,Winter,0
2025-01-09 05:00:00,8.0,86,6.5,0.0,7,2.9,6.1,2025,1,9,5,9,Winter,0
2025-01-09 06:00:00,8.3,87,7.1,0.0,2,1.6,3.2,2025,1,9,6,9,Winter,0
2025-01-09 07:00:00,8.3,87,7.1,0.0,4,1.5,2.9,2025,1,9,7,9,Winter,0
2025-01-09 08:00:00,9.1,90,8.0,0.0,11,2.7,5.0,2025,1,9,8,9,Winter,0
2025-01-09 09:00:00,11.8,87,11.5,0.0,6,1.6,8.6,2025,1,9,9,9,Winter,0
2025-01-09 10:00:00,14.8,77,14.7,0.0,7,2.1,10.4,2025,1,9,10,9,Winter,0
2025-01-09 11:00:00,16.5,67,16.2,0.0,9,2.6,12.2,2025,1,9,11,9,Winter,0
2025-01-09 12:00:00,17.5,62,17.4,0.0,5,2.9,13.0,2025,1,9,12,9,Winter,0
2025-01-09 13:00:00,18.3,58,18.1,0.0,11,2.6,13.0,2025,1,9,13,9,Winter,0
2025-01-09 14:00:00,18.7,56,18.2,0.0,2,2.4,11.9,2025,1,9,14,9,Winter,0
2025-01-09 15:00:00,18.7,55,18.1,0.0,0,2.6,11.2,2025,1,9,15,9,Winter,0
2025-01-09 16:00:00,18.2,61,18.1,0.0,0,1.8,9.4,2025,1,9,16,9,Winter,0
2025-01-09 17:00:00,16.4,66,16.2,0.0,0,1.3,4.0,2025,1,9,17,9,Winter,0
2025-01-09 18:00:00,15.1,72,14.6,0.0,0,3.2,7.6,2025,1,9,18,9,Winter,0
2025-01-09 19:00:00,13.8,77,13.3,0.0,0,3.3,5.8,2025,1,9,19,9,Winter,0
2025-01-09 20:00:00,12.9,81,12.2,0.0,0,4.1,7.2,2025,1,9,20,9,Winter,0
2025-01-09 21:00:00,12.6,81,12.2,0.0,0,1.9,7.2,2025,1,9,21,9,Winter,0
2025-01-09 22:00:00,12.1,82,11.7,0.0,0,1.1,2.9,2025,1,9,22,9,Winter,0
2025-01-09 23:00:00,11.1,86,10.5,0.0,0,2.0,2.9,2025,1,9,23,9,Winter,0
2025-01-10 00:00:00,10.3,90,9.5,0.0,0,2.6,4.0,2025,1,10,0,10,Winter,0
2025-01-10 01:00:00,9.7,92,8.9,0.0,0,2.2,3.6,2025,1,10,1,10,Winter,0
2025-01-10 02:00:00,9.2,93,8.4,0.0,0,2.3,3.2,2025,1,10,2,10,Winter,0
2025-01-10 03:00:00,8.8,94,7.9,0.0,0,2.1,3.2,2025,1,10,3,10,Winter,0
2025-01-10 04:00:00,8.6,94,7.7,0.0,0,1.8,3.2,2025,1,10,4,10,Winter,0
2025-01-10 05:00:00,8.4,93,7.2,0.0,0,2.9,4.0,2025,1,10,5,10,Winter,0
2025-01-10 06:00:00,8.5,96,7.2,0.0,20,5.4,10.4,2025,1,10,6,10,Winter,0
2025-01-10 07:00:00,7.9,99,6.6,0.0,46,4.7,10.4,2025,1,10,7,10,Winter,0
2025-01-10 08:00:00,8.8,98,7.5,0.0,100,5.9,12.6,2025,1,10,8,10,Winter,0
2025-01-10 09:00:00,10.9,94,10.1,0.0,100,5.1,14.0,2025,1,10,9,10,Winter,0
2025-01-10 10:00:00,12.7,91,12.6,0.0,28,3.0,13.7,2025,1,10,10,10,Winter,0
2025-01-10 11:00:00,15.1,81,15.0,0.0,1,4.2,15.5,2025,1,10,11,10,Winter,0
2025-01-10 12:00:00,16.6,72,16.6,0.0,0,4.7,16.9,2025,1,10,12,10,Winter,0
2025-01-10 13:00:00,17.5,66,17.3,0.0,0,4.9,16.9,2025,1,10,13,10,Winter,0
2025-01-10 14:00:00,17.9,62,17.3,0.0,0,4.9,16.6,2025,1,10,14,10,Winter,0
2025-01-10 15:00:00,17.9,60,17.1,0.0,0,5.3,15.8,2025,1,10,15,10,Winter,0
2025-01-10 16:00:00,17.2,63,16.4,0.0,0,5.5,15.1,2025,1,10,16,10,Winter,0
2025-01-10 17:00:00,15.2,75,14.7,0.0,0,4.8,11.9,2025,1,10,17,10,Winter,0
2025-01-10 18:00:00,13.4,82,12.7,0.0,0,5.3,9.0,2025,1,10,18,10,Winter,0
2025-01-10 19:00:00,12.8,84,12.0,0.0,3,5.6,10.1,2025,1,10,19,10,Winter,0
2025-01-10 20:00:00,11.8,88,11.0,0.0,0,5.4,10.1,2025,1,10,20,10,Winter,0
2025-01-10 21:00:00,11.3,91,10.4,0.0,0,6.0,10.8,2025,1,10,21,10,Winter,0
2025-01-10 22:00:00,10.7,92,9.7,0.0,0,5.9,11.2,2025,1,10,22,10,Winter,0
2025-01-10 23:00:00,10.4,92,9.2,0.0,0,6.4,11.5,2025,1,10,23,10,Winter,0
2025-01-11 00:00:00,9.8,93,8.6,0.0,0,6.1,11.5,2025,1,11,0,11,Winter,0
2025-01-11 01:00:00,9.5,93,8.1,0.0,0,6.4,11.5,2025,1,11,1,11,Winter,0
2025-01-11 02:00:00,8.6,95,7.1,0.0,0,6.2,11.9,2025,1,11,2,11,Winter,0
2025-01-11 03:00:00,8.3,96,6.7,0.0,0,6.2,11.9,2025,1,11,3,11,Winter,0
2025-01-11 04:00:00,8.0,96,6.4,0.0,0,6.2,11.9,2025,1,11,4,11,Winter,0
2025-01-11 05:00:00,8.0,96,6.3,0.0,0,6.8,12.6,2025,1,11,5,11,Winter,0
2025-01-11 06:00:00,9.1,97,7.4,0.0,26,9.2,17.3,2025,1,11,6,11,Winter,0
2025-01-11 07:00:00,9.1,97,7.1,0.0,35,11.2,20.9,2025,1,11,7,11,Winter,0
2025-01-11 08:00:00,10.1,97,8.3,0.0,91,11.6,22.0,2025,1,11,8,11,Winter,0
2025-01-11 09:00:00,11.6,92,9.9,0.0,99,12.3,26.6,2025,1,11,9,11,Winter,0
2025-01-11 10:00:00,13.6,84,11.8,0.0,92,14.1,33.1,2025,1,11,10,11,Winter,0
2025-01-11 11:00:00,15.3,79,14.6,0.0,100,7.9,32.0,2025,1,11,11,11,Winter,0
2025-01-11 12:00:00,16.2,75,16.3,0.0,99,3.0,20.9,2025,1,11,12,11,Winter,0
2025-01-11 13:00:00,16.8,73,17.3,0.0,99,0.0,12.2,2025,1,11,13,11,Winter,0
2025-01-11 14:00:00,16.8,71,17.1,0.0,97,0.6,9.0,2025,1,11,14,11,Winter,0
2025-01-11 15:00:00,16.5,73,16.7,0.2,100,1.8,7.9,2025,1,11,15,11,Winter,1
2025-01-11 16:00:00,16.2,76,15.9,0.1,89,5.5,13.7,2025,1,11,16,11,Winter,1
