time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2025-01-01 00:00:00,185.8,188.6,1645.0,56.7,49.7,31.0
2025-01-01 01:00:00,174.6,177.4,1551.0,44.8,39.7,39.0
2025-01-01 02:00:00,164.4,166.7,1478.0,34.6,31.5,46.0
2025-01-01 03:00:00,156.5,158.8,1418.0,26.7,26.0,52.0
2025-01-01 04:00:00,149.5,151.8,1379.0,20.6,22.3,57.0
2025-01-01 05:00:00,156.5,158.3,1377.0,33.3,29.0,44.0
2025-01-01 06:00:00,144.4,146.2,1458.0,31.4,27.8,48.0
2025-01-01 07:00:00,138.3,140.6,1577.0,28.7,26.1,54.0
2025-01-01 08:00:00,136.4,138.8,1615.0,26.0,25.1,64.0
2025-01-01 09:00:00,141.1,143.0,1494.0,23.3,25.2,80.0
2025-01-01 10:00:00,129.9,132.2,1294.0,20.5,25.9,99.0
2025-01-01 11:00:00,122.5,125.3,1131.0,18.2,26.6,118.0
2025-01-01 12:00:00,115.5,118.3,1034.0,15.4,27.1,138.0
2025-01-01 13:00:00,108.7,111.8,974.0,13.1,27.6,157.0
2025-01-01 14:00:00,103.6,106.6,992.0,14.1,28.0,164.0
2025-01-01 15:00:00,99.4,102.7,1143.0,21.0,28.2,149.0
2025-01-01 16:00:00,100.4,102.9,1370.0,31.3,28.3,121.0
2025-01-01 17:00:00,148.5,151.8,1543.0,52.6,36.4,90.0
2025-01-01 18:00:00,157.4,160.7,1605.0,55.0,36.8,77.0
2025-01-01 19:00:00,162.1,165.3,1613.0,58.0,37.4,59.0
2025-01-01 20:00:00,167.6,170.4,1603.0,58.6,37.5,46.0
2025-01-01 21:00:00,171.8,174.6,1587.0,55.1,37.2,41.0
2025-01-01 22:00:00,175.1,178.3,1553.0,49.2,36.4,41.0
2025-01-01 23:00:00,174.2,177.0,1504.0,42.6,35.0,42.0
2025-01-02 00:00:00,167.6,170.4,1427.0,35.3,32.1,45.0
2025-01-02 01:00:00,163.0,165.8,1335.0,27.3,28.6,50.0
2025-01-02 02:00:00,157.9,160.7,1271.0,21.0,26.2,54.0
2025-01-02 03:00:00,151.8,154.6,1242.0,17.0,25.8,57.0
2025-01-02 04:00:00,146.7,149.5,1241.0,14.6,26.6,61.0
2025-01-02 05:00:00,147.1,149.9,1288.0,15.3,28.2,64.0
2025-01-02 06:00:00,143.4,146.7,1433.0,19.6,30.4,61.0
2025-01-02 07:00:00,146.7,150.4,1625.0,25.4,33.5,58.0
2025-01-02 08:00:00,148.1,151.8,1732.0,28.4,35.9,64.0
2025-01-02 09:00:00,149.5,152.7,1677.0,26.2,36.9,89.0
2025-01-02 10:00:00,139.2,143.9,1535.0,21.2,37.1,123.0
2025-01-02 11:00:00,129.5,134.6,1404.0,17.0,37.2,149.0
2025-01-02 12:00:00,118.5,123.9,1283.0,13.7,37.2,163.0
2025-01-02 13:00:00,107.1,112.9,1173.0,11.2,36.9,169.0
2025-01-02 14:00:00,100.4,105.7,1165.0,12.5,36.9,165.0
2025-01-02 15:00:00,97.8,102.4,1344.0,20.6,36.9,145.0
2025-01-02 16:00:00,100.8,104.3,1626.0,32.6,37.1,114.0
2025-01-02 17:00:00,131.3,136.4,1855.0,50.7,39.7,85.0
2025-01-02 18:00:00,144.4,148.5,1969.0,55.9,43.1,71.0
2025-01-02 19:00:00,155.5,159.7,2030.0,63.1,47.8,52.0
2025-01-02 20:00:00,169.0,173.2,2061.0,68.0,51.7,37.0
2025-01-02 21:00:00,182.5,187.2,2070.0,68.9,54.8,29.0
2025-01-02 22:00:00,194.6,198.8,2051.0,67.6,57.1,24.0
2025-01-02 23:00:00,196.5,200.2,2006.0,64.7,56.7,22.0
2025-01-03 00:00:00,189.1,192.8,1925.0,60.1,51.6,22.0
2025-01-03 01:00:00,182.5,186.3,1819.0,53.9,43.8,25.0
2025-01-03 02:00:00,176.5,180.2,1728.0,47.6,37.4,28.0
2025-01-03 03:00:00,171.4,175.1,1635.0,40.4,33.6,32.0
2025-01-03 04:00:00,167.2,170.9,1557.0,33.1,31.1,37.0
2025-01-03 05:00:00,168.1,171.8,1588.0,29.7,32.6,39.0
2025-01-03 06:00:00,163.0,167.2,1841.0,34.2,36.0,36.0
2025-01-03 07:00:00,167.6,171.8,2202.0,40.1,40.7,33.0
2025-01-03 08:00:00,171.4,175.6,2425.0,43.0,43.8,41.0
2025-01-03 09:00:00,168.6,172.3,2383.0,40.3,43.7,68.0
2025-01-03 10:00:00,157.9,163.0,2202.0,34.5,41.9,106.0
2025-01-03 11:00:00,136.4,143.9,2015.0,29.1,40.3,136.0
2025-01-03 12:00:00,111.5,121.5,1801.0,23.3,39.1,153.0
2025-01-03 13:00:00,94.3,106.4,1580.0,17.9,38.1,162.0
2025-01-03 14:00:00,83.4,96.4,1552.0,18.5,37.7,160.0
2025-01-03 15:00:00,79.4,91.7,1910.0,29.9,37.8,140.0
2025-01-03 16:00:00,85.7,95.2,2460.0,47.4,38.6,109.0
2025-01-03 17:00:00,133.2,151.3,2819.0,83.7,51.1,63.0
2025-01-03 18:00:00,160.2,177.4,2773.0,89.8,58.0,49.0
2025-01-03 19:00:00,181.6,198.4,2535.0,98.1,67.5,31.0
2025-01-03 20:00:00,197.0,213.7,2360.0,103.3,75.0,16.0
2025-01-03 21:00:00,211.4,228.2,2365.0,103.6,79.5,9.0
2025-01-03 22:00:00,225.4,241.2,2432.0,100.8,81.9,7.0
2025-01-03 23:00:00,228.2,244.0,2472.0,95.7,80.0,7.0
2025-01-04 00:00:00,213.7,229.1,2446.0,87.2,70.8,12.0
2025-01-04 01:00:00,197.4,212.8,2391.0,76.3,57.3,20.0
2025-01-04 02:00:00,184.4,198.8,2328.0,66.9,46.2,26.0
2025-01-04 03:00:00,174.6,188.1,2215.0,59.5,38.7,29.0
2025-01-04 04:00:00,169.5,183.5,2092.0,53.5,33.6,31.0
2025-01-04 05:00:00,172.3,187.2,2105.0,53.3,36.1,33.0
2025-01-04 06:00:00,178.8,195.6,2382.0,55.7,46.0,29.0
2025-01-04 07:00:00,199.8,218.4,2795.0,58.8,59.3,26.0
2025-01-04 08:00:00,211.9,227.7,3094.0,60.1,67.6,35.0
2025-01-04 09:00:00,194.6,206.3,3192.0,58.5,65.3,69.0
2025-01-04 10:00:00,178.3,188.6,3178.0,55.0,57.8,115.0
2025-01-04 11:00:00,133.2,143.0,3069.0,50.5,53.0,155.0
2025-01-04 12:00:00,97.3,104.1,2782.0,41.5,54.1,184.0
2025-01-04 13:00:00,77.3,81.5,2401.0,31.5,58.0,206.0
2025-01-04 14:00:00,68.7,71.5,2198.0,31.8,62.5,211.0
2025-01-04 15:00:00,67.1,69.2,2357.0,51.2,67.6,191.0
2025-01-04 16:00:00,82.7,84.3,2693.0,80.9,73.4,154.0
2025-01-04 17:00:00,167.2,176.5,2927.0,110.1,85.0,116.0
2025-01-04 18:00:00,201.6,210.0,2947.0,122.8,88.2,86.0
2025-01-04 19:00:00,218.9,226.8,2865.0,139.6,92.2,45.0
2025-01-04 20:00:00,218.4,225.4,2733.0,146.4,92.0,17.0
2025-01-04 21:00:00,205.8,212.3,2543.0,134.6,84.2,13.0
2025-01-04 22:00:00,195.1,201.6,2303.0,112.8,72.3,21.0
2025-01-04 23:00:00,187.2,193.2,2090.0,92.6,61.9,29.0
2025-01-05 00:00:00,179.7,185.3,1930.0,77.6,55.0,34.0
2025-01-05 01:00:00,176.5,182.5,1797.0,64.3,49.7,40.0
2025-01-05 02:00:00,178.3,184.9,1695.0,53.5,45.8,44.0
2025-01-05 03:00:00,181.1,188.1,1622.0,45.4,43.5,45.0
2025-01-05 04:00:00,182.5,189.5,1578.0,39.8,42.6,44.0
2025-01-05 05:00:00,221.2,229.1,1572.0,60.1,45.8,20.0
2025-01-05 06:00:00,204.4,211.9,1636.0,58.2,46.8,19.0
2025-01-05 07:00:00,204.4,210.0,1737.0,55.2,48.1,19.0
2025-01-05 08:00:00,200.7,205.4,1781.0,50.9,49.2,34.0
2025-01-05 09:00:00,187.7,193.2,1710.0,44.4,49.7,75.0
2025-01-05 10:00:00,178.8,184.9,1580.0,36.5,50.1,130.0
2025-01-05 11:00:00,160.7,168.1,1471.0,29.7,50.6,175.0
2025-01-05 12:00:00,136.9,144.8,1390.0,23.4,51.9,203.0
2025-01-05 13:00:00,120.6,128.5,1328.0,18.2,53.3,221.0
2025-01-05 14:00:00,114.6,122.0,1338.0,17.8,54.0,223.0
2025-01-05 15:00:00,112.2,119.0,1481.0,26.4,53.3,202.0
2025-01-05 16:00:00,115.3,120.6,1695.0,39.8,51.8,166.0
2025-01-05 17:00:00,116.2,120.1,1852.0,44.5,48.1,121.0
2025-01-05 18:00:00,129.9,133.2,1898.0,46.9,47.6,105.0
2025-01-05 19:00:00,135.0,138.3,1887.0,50.0,46.8,84.0
2025-01-05 20:00:00,137.4,140.2,1849.0,51.1,46.0,68.0
2025-01-05 21:00:00,138.3,141.1,1771.0,48.6,45.2,63.0
2025-01-05 22:00:00,141.1,143.9,1666.0,44.1,44.4,64.0
2025-01-05 23:00:00,143.9,146.7,1599.0,39.5,43.3,65.0
2025-01-06 00:00:00,142.5,145.3,1615.0,34.9,41.5,65.0
2025-01-06 01:00:00,143.0,145.3,1669.0,30.2,39.5,66.0
2025-01-06 02:00:00,143.9,146.2,1690.0,27.3,38.5,65.0
2025-01-06 03:00:00,144.8,146.7,1612.0,26.8,39.1,61.0
2025-01-06 04:00:00,149.9,151.8,1500.0,28.0,40.8,55.0
2025-01-06 05:00:00,142.0,143.4,1482.0,22.3,34.6,53.0
2025-01-06 06:00:00,145.3,146.7,1680.0,28.3,38.2,45.0
2025-01-06 07:00:00,153.7,154.6,1972.0,36.4,43.2,35.0
2025-01-06 08:00:00,156.5,157.4,2118.0,41.3,47.5,37.0
2025-01-06 09:00:00,152.7,154.1,1979.0,40.1,49.9,60.0
2025-01-06 10:00:00,143.9,145.3,1693.0,35.7,51.6,94.0
2025-01-06 11:00:00,123.9,126.7,1438.0,31.7,53.9,124.0
2025-01-06 12:00:00,117.6,121.1,1257.0,27.9,57.9,149.0
2025-01-06 13:00:00,109.7,113.4,1106.0,24.5,62.5,170.0
2025-01-06 14:00:00,102.4,106.6,1027.0,25.7,65.3,177.0
2025-01-06 15:00:00,99.2,103.1,1061.0,36.1,65.0,161.0
2025-01-06 16:00:00,101.3,104.8,1168.0,51.2,63.0,131.0
2025-01-06 17:00:00,152.7,157.4,1267.0,60.8,62.2,102.0
2025-01-06 18:00:00,163.9,167.6,1349.0,59.3,61.2,90.0
2025-01-06 19:00:00,164.8,168.1,1423.0,57.1,59.5,74.0
2025-01-06 20:00:00,163.4,166.7,1438.0,53.5,57.0,61.0
2025-01-06 21:00:00,160.7,163.4,1354.0,48.0,53.3,56.0
2025-01-06 22:00:00,158.8,161.1,1211.0,41.3,48.7,54.0
2025-01-06 23:00:00,152.3,154.6,1073.0,34.4,43.7,55.0
2025-01-07 00:00:00,141.6,143.4,954.0,27.3,37.6,59.0
2025-01-07 01:00:00,132.2,133.6,840.0,20.1,30.9,66.0
2025-01-07 02:00:00,125.7,127.1,758.0,14.6,26.3,72.0
2025-01-07 03:00:00,122.5,123.9,715.0,11.3,24.8,76.0
2025-01-07 04:00:00,121.1,122.5,702.0,9.6,25.3,79.0
2025-01-07 05:00:00,126.2,127.6,724.0,11.1,26.7,78.0
2025-01-07 06:00:00,124.8,126.2,809.0,15.5,27.8,71.0
2025-01-07 07:00:00,128.1,129.0,927.0,21.3,29.4,63.0
2025-01-07 08:00:00,129.9,130.9,993.0,24.4,30.7,63.0
2025-01-07 09:00:00,123.4,124.8,962.0,22.1,31.7,78.0
2025-01-07 10:00:00,111.3,112.5,878.0,17.0,32.5,101.0
2025-01-07 11:00:00,102.4,103.6,794.0,12.9,32.8,121.0
2025-01-07 12:00:00,95.2,96.4,706.0,10.5,32.4,138.0
2025-01-07 13:00:00,89.4,90.6,616.0,9.0,31.5,153.0
2025-01-07 14:00:00,83.8,84.8,585.0,9.8,30.6,158.0
2025-01-07 15:00:00,80.8,81.7,659.0,14.7,29.8,148.0
2025-01-07 16:00:00,80.3,81.0,791.0,22.0,29.1,128.0
2025-01-07 17:00:00,86.8,87.5,900.0,36.7,30.6,99.0
2025-01-07 18:00:00,97.3,98.0,962.0,38.5,31.7,91.0
2025-01-07 19:00:00,103.8,104.5,1000.0,40.8,33.1,79.0
2025-01-07 20:00:00,107.6,108.3,1009.0,40.8,33.7,71.0
2025-01-07 21:00:00,108.3,109.2,976.0,36.9,32.8,70.0
2025-01-07 22:00:00,107.8,108.7,913.0,30.7,31.1,73.0
2025-01-07 23:00:00,104.1,105.2,848.0,25.0,29.1,75.0
2025-01-08 00:00:00,96.9,98.0,780.0,20.5,26.8,76.0
2025-01-08 01:00:00,90.1,91.7,710.0,16.4,24.3,77.0
2025-01-08 02:00:00,84.3,85.9,665.0,13.4,22.4,78.0
2025-01-08 03:00:00,79.6,81.3,647.0,11.4,21.2,78.0
2025-01-08 04:00:00,76.1,77.8,655.0,10.5,20.5,77.0
2025-01-08 05:00:00,76.6,78.2,713.0,12.4,21.5,72.0
2025-01-08 06:00:00,74.7,76.1,874.0,17.7,23.2,65.0
2025-01-08 07:00:00,78.5,79.9,1084.0,24.9,25.6,57.0
2025-01-08 08:00:00,81.0,82.0,1207.0,28.7,27.5,58.0
2025-01-08 09:00:00,80.3,81.3,1168.0,26.1,28.3,78.0
2025-01-08 10:00:00,74.0,75.0,1041.0,20.1,28.6,107.0
2025-01-08 11:00:00,64.5,65.2,918.0,15.1,28.5,131.0
2025-01-08 12:00:00,53.0,53.4,798.0,11.6,27.9,147.0
2025-01-08 13:00:00,42.4,42.7,682.0,9.0,26.9,158.0
2025-01-08 14:00:00,35.4,35.6,660.0,9.8,26.3,159.0
2025-01-08 15:00:00,31.9,32.0,806.0,15.9,26.2,146.0
2025-01-08 16:00:00,32.2,32.4,1046.0,25.4,26.4,123.0
2025-01-08 17:00:00,59.6,60.1,1245.0,42.1,30.8,94.0
2025-01-08 18:00:00,71.0,71.5,1352.0,49.8,33.5,79.0
2025-01-08 19:00:00,78.0,78.5,1417.0,60.4,37.3,57.0
2025-01-08 20:00:00,82.7,84.3,1456.0,67.9,40.7,40.0
2025-01-08 21:00:00,87.3,90.1,1467.0,69.6,43.7,32.0
2025-01-08 22:00:00,95.0,98.7,1452.0,68.2,46.3,29.0
2025-01-08 23:00:00,101.0,105.0,1426.0,66.1,47.2,26.0
2025-01-09 00:00:00,102.7,106.9,1383.0,63.6,45.0,23.0
2025-01-09 01:00:00,105.0,109.2,1329.0,60.3,41.0,21.0
2025-01-09 02:00:00,106.9,111.3,1300.0,57.2,37.8,19.0
2025-01-09 03:00:00,109.0,113.4,1222.0,54.3,35.5,17.0
2025-01-09 04:00:00,110.4,114.8,1169.0,51.6,34.0,15.0
2025-01-09 05:00:00,122.0,127.1,1398.0,58.3,49.0,16.0
2025-01-09 06:00:00,117.8,122.5,2272.0,59.8,55.6,14.0
2025-01-09 07:00:00,132.7,137.4,3428.0,61.4,64.5,13.0
2025-01-09 08:00:00,156.5,160.2,4036.0,59.7,69.2,26.0
2025-01-09 09:00:00,135.5,139.2,3569.0,51.8,65.4,66.0
2025-01-09 10:00:00,102.4,105.5,2555.0,40.6,57.5,120.0
2025-01-09 11:00:00,94.1,94.5,1747.0,31.2,52.1,164.0
2025-01-09 12:00:00,82.2,82.4,1380.0,23.1,51.9,191.0
2025-01-09 13:00:00,69.8,70.3,1219.0,16.8,54.2,207.0
2025-01-09 14:00:00,62.2,62.6,1312.0,19.5,57.1,207.0
2025-01-09 15:00:00,58.3,58.7,1697.0,37.1,58.7,183.0
2025-01-09 16:00:00,63.8,64.0,2336.0,63.5,61.0,144.0
2025-01-09 17:00:00,198.4,199.8,3164.0,116.2,85.5,89.0
2025-01-09 18:00:00,238.4,240.3,4376.0,134.0,107.9,69.0
2025-01-09 19:00:00,283.1,285.0,5777.0,158.3,138.9,41.0
2025-01-09 20:00:00,324.1,326.0,6712.0,175.6,163.5,19.0
2025-01-09 21:00:00,354.8,356.7,6889.0,180.2,177.9,9.0
2025-01-09 22:00:00,369.7,374.4,6601.0,177.8,185.8,6.0
2025-01-09 23:00:00,365.1,369.7,6075.0,171.1,183.1,5.0
2025-01-10 00:00:00,348.3,352.0,5226.0,159.2,163.0,5.0
2025-01-10 01:00:00,334.3,339.0,4140.0,143.0,132.3,7.0
2025-01-10 02:00:00,324.1,327.8,3297.0,128.7,107.3,10.0
2025-01-10 03:00:00,314.8,319.4,2916.0,118.3,94.1,13.0
2025-01-10 04:00:00,310.1,313.9,2779.0,109.7,86.6,16.0
2025-01-10 05:00:00,307.3,308.3,2709.0,90.4,54.2,8.0
2025-01-10 06:00:00,292.4,293.4,2697.0,87.1,56.3,7.0
2025-01-10 07:00:00,272.9,273.8,2752.0,82.1,59.3,9.0
2025-01-10 08:00:00,275.7,276.6,2725.0,75.7,61.5,27.0
2025-01-10 09:00:00,269.2,270.1,2540.0,67.1,61.1,76.0
2025-01-10 10:00:00,244.0,244.9,2274.0,57.0,60.0,142.0
2025-01-10 11:00:00,217.5,218.9,2009.0,47.7,62.4,194.0
2025-01-10 12:00:00,185.8,187.7,1716.0,37.4,72.2,224.0
2025-01-10 13:00:00,153.7,156.0,1424.0,28.0,85.6,240.0
2025-01-10 14:00:00,133.6,135.5,1297.0,27.3,95.2,239.0
2025-01-10 15:00:00,124.8,127.1,1466.0,42.2,97.7,214.0
2025-01-10 16:00:00,139.2,141.1,1801.0,65.7,96.4,172.0
2025-01-10 17:00:00,231.9,235.6,2077.0,86.3,84.5,120.0
2025-01-10 18:00:00,262.6,265.4,2231.0,95.8,85.4,94.0
2025-01-10 19:00:00,282.2,285.0,2325.0,108.4,86.3,58.0
2025-01-10 20:00:00,293.4,296.2,2326.0,114.6,84.9,33.0
2025-01-10 21:00:00,293.4,295.2,2190.0,109.6,79.8,28.0
2025-01-10 22:00:00,282.2,284.1,1960.0,98.3,72.5,34.0
2025-01-10 23:00:00,268.2,270.1,1732.0,85.1,64.8,41.0
2025-01-11 00:00:00,251.5,253.3,1523.0,70.0,56.7,48.0
2025-01-11 01:00:00,238.4,240.3,1315.0,53.2,48.4,58.0
2025-01-11 02:00:00,231.4,233.3,1157.0,39.5,41.8,65.0
2025-01-11 03:00:00,225.4,226.8,1059.0,30.5,37.7,69.0
2025-01-11 04:00:00,217.9,219.8,1010.0,24.6,35.4,71.0
2025-01-11 05:00:00,213.3,214.7,1021.0,22.6,29.6,73.0
2025-01-11 06:00:00,193.7,194.6,1147.0,27.4,32.4,70.0
2025-01-11 07:00:00,183.5,184.9,1333.0,33.9,36.5,67.0
2025-01-11 08:00:00,172.3,173.2,1426.0,37.4,40.3,71.0
2025-01-11 09:00:00,154.1,155.5,1329.0,34.6,43.3,90.0
2025-01-11 10:00:00,136.0,137.4,1139.0,28.7,46.1,116.0
2025-01-11 11:00:00,129.5,131.3,996.0,25.0,49.3,136.0
2025-01-11 12:00:00,125.3,127.1,920.0,25.2,54.0,145.0
2025-01-11 13:00:00,127.1,129.9,893.0,27.5,59.2,148.0
2025-01-11 14:00:00,129.0,131.8,994.0,31.8,62.4,144.0
2025-01-11 15:00:00,124.3,128.1,1366.0,40.2,62.3,128.0
2025-01-11 16:00:00,129.9,133.2,1867.0,50.6,60.3,106.0
2025-01-11 17:00:00,139.7,144.4,2157.0,70.4,58.5,67.0
2025-01-11 18:00:00,113.4,118.3,2046.0,64.1,51.4,63.0
2025-01-11 19:00:00,111.1,115.0,1725.0,55.2,41.5,58.0
2025-01-11 20:00:00,101.5,105.5,1424.0,47.5,33.7,54.0
2025-01-11 21:00:00,97.1,100.6,1217.0,42.9,30.4,53.0
2025-01-11 22:00:00,95.7,99.0,1031.0,39.4,29.3,53.0
2025-01-11 23:00:00,90.1,93.6,873.0,35.2,27.8,55.0
2025-01-12 00:00:00,80.1,83.8,738.0,28.7,24.6,61.0
2025-01-12 01:00:00,72.2,75.9,631.0,21.4,21.2,68.0
2025-01-12 02:00:00,67.5,71.0,575.0,16.1,19.3,73.0
2025-01-12 03:00:00,66.1,69.4,525.0,13.6,20.1,74.0
2025-01-12 04:00:00,68.7,71.7,525.0,13.1,22.5,73.0
2025-01-12 05:00:00,69.2,71.5,736.0,16.8,25.3,65.0
2025-01-12 06:00:00,69.2,71.2,1425.0,27.1,30.7,56.0
2025-01-12 07:00:00,78.5,80.8,2324.0,40.9,38.0,45.0
2025-01-12 08:00:00,92.2,94.1,2785.0,49.1,43.0,42.0
2025-01-12 09:00:00,89.4,91.5,2381.0,46.1,43.0,55.0
2025-01-12 10:00:00,82.9,85.2,1539.0,37.4,40.7,78.0
2025-01-12 11:00:00,79.2,81.5,888.0,30.0,39.6,99.0
2025-01-12 12:00:00,74.7,77.5,652.0,24.3,41.4,120.0
2025-01-12 13:00:00,74.0,76.6,607.0,20.1,44.5,139.0
2025-01-12 14:00:00,73.1,75.7,709.0,23.1,47.8,145.0
2025-01-12 15:00:00,74.0,76.4,1055.0,40.7,51.5,126.0
2025-01-12 16:00:00,77.8,80.1,1549.0,65.6,55.5,92.0
2025-01-12 17:00:00,101.5,104.1,1857.0,48.6,43.0,88.0
2025-01-12 18:00:00,111.3,113.4,1781.0,48.6,42.4,79.0
2025-01-12 19:00:00,113.2,115.3,1519.0,48.4,41.6,67.0
2025-01-12 20:00:00,112.5,114.3,1329.0,47.5,40.2,57.0
2025-01-12 21:00:00,111.1,112.9,1330.0,45.7,38.2,50.0
2025-01-12 22:00:00,115.3,117.1,1403.0,43.2,35.8,44.0
2025-01-12 23:00:00,119.7,121.1,1447.0,40.0,32.9,40.0
2025-01-13 00:00:00,116.4,118.0,1420.0,35.6,29.1,39.0
2025-01-13 01:00:00,115.0,116.6,1364.0,30.6,24.9,39.0
2025-01-13 02:00:00,115.0,116.4,1302.0,26.5,21.8,39.0
2025-01-13 03:00:00,114.8,115.9,1218.0,23.4,20.1,39.0
2025-01-13 04:00:00,112.7,113.9,1129.0,21.3,19.5,38.0
2025-01-13 05:00:00,110.6,111.3,1101.0,20.7,16.6,32.0
2025-01-13 06:00:00,109.4,110.1,1205.0,23.2,18.4,29.0
2025-01-13 07:00:00,112.9,113.6,1372.0,26.5,21.0,26.0
2025-01-13 08:00:00,110.1,110.8,1461.0,28.1,24.1,31.0
2025-01-13 09:00:00,107.1,107.8,1398.0,26.5,28.0,49.0
2025-01-13 10:00:00,96.4,97.1,1257.0,23.2,32.3,74.0
2025-01-13 11:00:00,85.0,85.4,1127.0,20.4,35.8,98.0
2025-01-13 12:00:00,78.5,79.2,1012.0,17.5,37.7,121.0
2025-01-13 13:00:00,70.3,71.0,907.0,15.1,38.8,143.0
2025-01-13 14:00:00,63.1,63.8,885.0,17.1,39.9,152.0
2025-01-13 15:00:00,59.6,60.3,1023.0,27.2,41.4,138.0
2025-01-13 16:00:00,61.7,62.4,1244.0,41.6,42.9,111.0
2025-01-13 17:00:00,71.7,72.2,1385.0,45.9,41.7,88.0
2025-01-13 18:00:00,84.5,84.8,1366.0,49.9,42.5,75.0
2025-01-13 19:00:00,89.2,89.4,1268.0,55.0,43.3,57.0
2025-01-13 20:00:00,88.9,89.2,1170.0,56.8,42.6,44.0
2025-01-13 21:00:00,85.9,86.1,1099.0,52.5,39.0,41.0
2025-01-13 22:00:00,83.4,83.6,1029.0,44.7,33.8,42.0
2025-01-13 23:00:00,79.9,80.3,963.0,37.2,29.1,45.0
2025-01-14 00:00:00,75.7,75.9,893.0,30.6,25.3,49.0
2025-01-14 01:00:00,74.3,74.5,827.0,24.2,22.0,55.0
2025-01-14 02:00:00,74.5,74.7,789.0,19.3,19.9,59.0
2025-01-14 03:00:00,75.9,76.1,762.0,16.1,19.3,62.0
2025-01-14 04:00:00,77.3,77.5,763.0,14.4,19.9,63.0
2025-01-14 05:00:00,75.9,76.1,867.0,14.4,22.5,67.0
2025-01-14 06:00:00,79.2,79.4,1192.0,22.5,26.7,56.0
2025-01-14 07:00:00,91.0,91.3,1620.0,33.5,32.5,42.0
2025-01-14 08:00:00,102.9,103.1,1875.0,39.5,37.1,43.0
2025-01-14 09:00:00,102.4,102.7,1793.0,35.9,39.4,71.0
2025-01-14 10:00:00,97.6,98.0,1539.0,27.4,40.4,113.0
2025-01-14 11:00:00,92.4,92.9,1325.0,20.3,41.3,149.0
2025-01-14 12:00:00,84.3,84.8,1195.0,15.1,42.0,174.0
2025-01-14 13:00:00,74.5,75.2,1107.0,11.3,42.4,194.0
2025-01-14 14:00:00,66.6,67.3,1142.0,13.9,43.3,197.0
2025-01-14 15:00:00,62.2,63.1,1354.0,27.3,44.5,176.0
2025-01-14 16:00:00,65.2,65.9,1691.0,47.2,46.2,139.0
2025-01-14 17:00:00,115.5,116.4,2076.0,74.7,57.1,102.0
2025-01-14 18:00:00,149.9,150.9,2577.0,87.5,66.1,78.0
2025-01-14 19:00:00,180.7,181.6,3127.0,105.1,78.8,46.0
2025-01-14 20:00:00,207.7,208.2,3449.0,117.5,90.3,21.0
2025-01-14 21:00:00,230.5,232.4,3317.0,119.6,99.9,11.0
2025-01-14 22:00:00,250.5,254.3,2957.0,116.5,108.3,9.0
2025-01-14 23:00:00,261.7,267.3,2772.0,113.5,113.3,8.0
2025-01-15 00:00:00,262.6,269.2,3003.0,112.8,114.2,7.0
2025-01-15 01:00:00,262.6,269.2,3409.0,112.1,111.8,8.0
2025-01-15 02:00:00,260.8,267.3,3665.0,109.9,105.6,8.0
2025-01-15 03:00:00,258.9,265.4,3585.0,105.2,93.2,6.0
2025-01-15 04:00:00,275.7,278.5,3356.0,99.1,77.1,4.0
2025-01-15 05:00:00,292.4,293.4,3207.0,97.2,61.8,0.0
2025-01-15 06:00:00,261.7,261.7,3306.0,91.6,58.6,5.0
2025-01-15 07:00:00,212.3,212.8,3485.0,83.8,54.1,12.0
2025-01-15 08:00:00,214.7,215.1,3479.0,77.9,50.2,27.0
2025-01-15 09:00:00,221.7,221.7,3130.0,77.7,46.6,51.0
2025-01-15 10:00:00,204.4,204.9,2596.0,79.3,43.6,81.0
2025-01-15 11:00:00,202.1,202.6,2079.0,75.5,43.4,116.0
2025-01-15 12:00:00,187.2,187.7,1580.0,58.1,48.6,163.0
2025-01-15 13:00:00,145.3,146.7,1099.0,35.3,56.7,214.0
2025-01-15 14:00:00,108.7,111.8,838.0,24.0,62.5,240.0
2025-01-15 15:00:00,103.8,107.3,956.0,33.7,62.8,222.0
2025-01-15 16:00:00,109.2,112.7,1293.0,55.0,60.8,178.0
2025-01-15 17:00:00,148.1,152.3,1581.0,64.0,53.7,118.0
2025-01-15 18:00:00,171.4,175.1,1731.0,79.1,60.0,89.0
2025-01-15 19:00:00,196.0,199.8,1831.0,99.6,68.5,50.0
2025-01-15 20:00:00,212.3,216.1,1870.0,112.8,73.2,21.0
2025-01-15 21:00:00,216.1,219.3,1850.0,112.4,70.8,13.0
2025-01-15 22:00:00,210.5,213.3,1768.0,104.7,64.5,15.0
2025-01-15 23:00:00,196.5,199.8,1606.0,95.5,58.1,19.0
2025-01-16 00:00:00,195.6,198.8,1303.0,86.3,52.4,22.0
2025-01-16 01:00:00,195.1,197.9,920.0,75.7,46.6,26.0
2025-01-16 02:00:00,183.5,186.7,624.0,64.8,41.5,32.0
2025-01-16 03:00:00,176.0,178.8,461.0,52.1,37.1,41.0
2025-01-16 04:00:00,170.9,174.2,385.0,39.1,33.3,51.0
2025-01-16 05:00:00,135.5,137.8,420.0,33.0,29.3,49.0
2025-01-16 06:00:00,117.8,119.7,657.0,36.8,28.9,45.0
2025-01-16 07:00:00,117.8,119.7,1004.0,41.9,28.5,40.0
2025-01-16 08:00:00,120.6,122.5,1214.0,44.2,29.2,42.0
