time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2025-06-09 04:00:00,133.2,597.9,650.0,47.7,20.1,31.0
2025-06-09 05:00:00,115.0,450.8,643.0,38.4,15.8,46.0
2025-06-09 06:00:00,118.5,399.5,717.0,36.7,18.7,66.0
2025-06-09 07:00:00,119.7,379.0,831.0,33.9,22.8,94.0
2025-06-09 08:00:00,119.7,446.1,860.0,29.7,25.9,124.0
2025-06-09 09:00:00,114.1,453.6,715.0,22.5,27.5,158.0
2025-06-09 10:00:00,100.6,412.6,486.0,13.8,28.2,193.0
2025-06-09 11:00:00,86.1,356.7,315.0,7.2,27.5,216.0
2025-06-09 12:00:00,73.8,344.6,267.0,4.2,24.6,218.0
2025-06-09 13:00:00,71.5,397.7,277.0,3.4,20.3,207.0
2025-06-09 14:00:00,75.0,499.2,296.0,3.7,17.0,195.0
2025-06-09 15:00:00,84.5,637.0,305.0,4.2,15.2,187.0
2025-06-09 16:00:00,96.2,761.8,323.0,5.9,14.3,178.0
2025-06-09 17:00:00,103.1,758.1,350.0,10.8,15.0,178.0
2025-06-09 18:00:00,116.2,849.4,391.0,18.9,17.1,155.0
2025-06-09 19:00:00,131.3,903.4,442.0,30.4,20.1,122.0
2025-06-09 20:00:00,142.5,925.7,489.0,40.6,22.6,93.0
2025-06-09 21:00:00,151.3,953.7,541.0,48.9,24.4,72.0
2025-06-09 22:00:00,160.2,998.4,590.0,55.8,25.6,54.0
2025-06-09 23:00:00,163.0,979.8,597.0,59.1,25.6,42.0
2025-06-10 00:00:00,155.1,853.1,528.0,56.1,23.5,37.0
2025-06-10 01:00:00,149.9,815.8,419.0,49.3,20.0,36.0
2025-06-10 02:00:00,140.6,743.2,334.0,43.9,17.2,35.0
2025-06-10 03:00:00,130.9,685.5,296.0,42.3,15.5,29.0
2025-06-10 04:00:00,121.1,620.3,283.0,42.1,14.5,22.0
2025-06-10 05:00:00,131.8,763.7,297.0,26.8,11.2,41.0
2025-06-10 06:00:00,127.1,653.8,362.0,26.3,12.3,56.0
2025-06-10 07:00:00,116.4,523.4,454.0,25.4,13.8,78.0
2025-06-10 08:00:00,106.6,542.0,497.0,23.0,15.0,101.0
2025-06-10 09:00:00,94.8,501.1,443.0,17.7,15.7,128.0
2025-06-10 10:00:00,80.8,441.4,342.0,11.0,16.1,157.0
2025-06-10 11:00:00,68.0,392.1,265.0,5.9,15.9,177.0
2025-06-10 12:00:00,67.1,434.9,243.0,3.7,14.6,182.0
2025-06-10 13:00:00,75.9,560.7,246.0,3.2,12.7,178.0
2025-06-10 14:00:00,85.9,698.5,256.0,3.8,11.2,172.0
2025-06-10 15:00:00,92.7,799.1,232.0,3.9,10.1,167.0
2025-06-10 16:00:00,94.8,823.3,216.0,5.2,9.5,161.0
2025-06-10 17:00:00,126.7,1121.3,308.0,11.6,9.6,144.0
2025-06-10 18:00:00,136.0,1128.8,643.0,28.2,14.2,122.0
2025-06-10 19:00:00,147.1,1061.7,1087.0,51.4,20.7,90.0
2025-06-10 20:00:00,163.4,1110.1,1342.0,70.2,26.5,63.0
2025-06-10 21:00:00,166.7,1024.5,1221.0,81.1,31.0,44.0
2025-06-10 22:00:00,160.2,884.8,910.0,87.6,34.8,29.0
2025-06-10 23:00:00,147.1,726.4,670.0,89.9,36.8,19.0
2025-06-11 00:00:00,133.2,586.7,617.0,86.2,36.0,18.0
2025-06-11 01:00:00,124.8,501.1,635.0,78.3,33.3,22.0
2025-06-11 02:00:00,119.7,447.0,634.0,71.0,30.7,26.0
2025-06-11 03:00:00,116.9,406.1,563.0,66.4,28.7,24.0
2025-06-11 04:00:00,114.1,373.5,473.0,62.6,26.7,22.0
2025-06-11 05:00:00,78.7,506.6,428.0,24.3,9.7,52.0
2025-06-11 06:00:00,81.7,475.9,484.0,24.0,10.6,62.0
2025-06-11 07:00:00,92.0,534.6,585.0,23.3,11.9,78.0
2025-06-11 08:00:00,102.9,637.0,627.0,21.4,13.5,100.0
2025-06-11 09:00:00,109.9,735.7,547.0,17.2,15.6,134.0
2025-06-11 10:00:00,106.9,691.0,408.0,11.7,17.9,174.0
2025-06-11 11:00:00,97.3,556.9,301.0,7.5,19.3,204.0
2025-06-11 12:00:00,89.4,462.9,263.0,5.5,19.2,217.0
2025-06-11 13:00:00,82.9,415.4,258.0,4.7,18.2,220.0
2025-06-11 14:00:00,78.5,385.6,261.0,5.0,17.5,219.0
2025-06-11 15:00:00,75.7,366.9,254.0,6.7,17.4,216.0
2025-06-11 16:00:00,73.6,351.1,257.0,9.5,17.6,209.0
2025-06-11 17:00:00,93.6,577.4,302.0,12.6,14.1,158.0
2025-06-11 18:00:00,88.0,464.7,431.0,14.7,16.7,155.0
2025-06-11 19:00:00,93.1,404.2,603.0,17.7,20.3,151.0
2025-06-11 20:00:00,106.2,451.7,732.0,19.9,23.4,146.0
2025-06-11 21:00:00,114.8,486.2,781.0,20.8,25.6,139.0
2025-06-11 22:00:00,117.3,486.2,787.0,21.0,27.2,131.0
2025-06-11 23:00:00,118.5,480.6,769.0,20.9,27.7,123.0
2025-06-12 00:00:00,118.5,476.8,721.0,20.1,26.2,116.0
2025-06-12 01:00:00,118.0,470.3,649.0,18.9,23.7,110.0
2025-06-12 02:00:00,115.9,442.4,591.0,18.6,21.8,103.0
2025-06-12 03:00:00,112.5,404.2,553.0,20.1,21.1,91.0
2025-06-12 04:00:00,109.9,361.4,529.0,22.5,21.2,79.0
2025-06-12 05:00:00,127.1,431.2,533.0,26.3,25.6,72.0
2025-06-12 06:00:00,126.2,423.8,597.0,26.5,28.8,86.0
2025-06-12 07:00:00,127.1,438.7,690.0,26.4,33.2,107.0
2025-06-12 08:00:00,128.1,474.0,736.0,24.7,35.8,134.0
2025-06-12 09:00:00,126.7,506.6,687.0,19.6,35.2,172.0
2025-06-12 10:00:00,124.8,555.1,591.0,12.8,32.9,216.0
2025-06-12 11:00:00,119.0,609.1,511.0,7.6,30.3,246.0
2025-06-12 12:00:00,112.9,605.4,468.0,5.4,27.4,251.0
2025-06-12 13:00:00,105.0,558.8,441.0,4.8,24.2,243.0
2025-06-12 14:00:00,99.0,514.1,432.0,5.4,22.0,233.0
2025-06-12 15:00:00,95.5,478.7,446.0,7.4,21.3,227.0
2025-06-12 16:00:00,92.4,445.2,478.0,10.5,21.6,221.0
2025-06-12 17:00:00,74.7,263.6,509.0,12.2,22.5,207.0
2025-06-12 18:00:00,78.5,248.7,534.0,14.7,23.5,190.0
2025-06-12 19:00:00,86.8,299.9,559.0,18.1,24.8,168.0
2025-06-12 20:00:00,99.4,397.7,581.0,20.3,25.8,149.0
2025-06-12 21:00:00,106.6,449.8,608.0,20.2,26.2,140.0
2025-06-12 22:00:00,112.0,475.9,633.0,18.8,26.2,136.0
2025-06-12 23:00:00,112.5,465.7,635.0,17.7,25.8,131.0
2025-06-13 00:00:00,111.5,454.5,591.0,17.1,24.6,122.0
2025-06-13 01:00:00,110.4,453.6,522.0,16.7,22.9,112.0
2025-06-13 02:00:00,110.6,469.4,476.0,16.8,22.0,103.0
2025-06-13 03:00:00,112.2,499.2,470.0,17.6,22.4,93.0
2025-06-13 04:00:00,112.2,502.9,485.0,18.8,23.5,85.0
2025-06-13 05:00:00,103.8,369.7,512.0,24.9,24.3,66.0
2025-06-13 06:00:00,105.0,435.9,562.0,24.1,26.0,77.0
2025-06-13 07:00:00,106.2,497.3,623.0,22.9,28.3,93.0
2025-06-13 08:00:00,110.1,545.8,653.0,20.6,29.4,115.0
2025-06-13 09:00:00,111.1,556.9,622.0,16.3,28.4,148.0
2025-06-13 10:00:00,111.5,566.2,560.0,11.0,26.4,187.0
2025-06-13 11:00:00,111.3,579.3,515.0,7.0,24.4,216.0
2025-06-13 12:00:00,110.8,610.9,508.0,5.3,22.9,229.0
2025-06-13 13:00:00,110.6,653.8,518.0,5.1,21.5,232.0
2025-06-13 14:00:00,109.7,678.0,532.0,5.7,20.6,230.0
2025-06-13 15:00:00,105.7,657.5,550.0,7.3,20.3,225.0
2025-06-13 16:00:00,102.0,625.8,572.0,9.8,20.4,214.0
2025-06-13 17:00:00,112.9,743.2,581.0,12.0,22.2,195.0
2025-06-13 18:00:00,107.1,653.8,561.0,15.0,22.9,175.0
2025-06-13 19:00:00,101.3,568.1,528.0,19.2,23.9,148.0
2025-06-13 20:00:00,97.1,516.0,511.0,22.4,24.4,125.0
2025-06-13 21:00:00,94.3,488.0,530.0,23.6,24.1,112.0
2025-06-13 22:00:00,93.6,476.8,565.0,23.9,23.3,103.0
2025-06-13 23:00:00,93.8,475.0,588.0,23.7,22.4,96.0
2025-06-14 00:00:00,97.3,499.2,585.0,23.1,21.3,92.0
2025-06-14 01:00:00,103.1,538.3,571.0,22.0,20.2,89.0
2025-06-14 02:00:00,108.5,556.9,559.0,21.6,19.8,86.0
2025-06-14 03:00:00,108.7,542.0,546.0,22.3,20.4,79.0
2025-06-14 04:00:00,105.5,486.2,536.0,23.6,21.7,70.0
2025-06-14 05:00:00,98.0,407.9,549.0,24.3,22.6,68.0
2025-06-14 06:00:00,91.0,337.1,618.0,25.1,25.8,76.0
2025-06-14 07:00:00,87.1,296.2,711.0,25.9,30.2,90.0
2025-06-14 08:00:00,85.4,285.0,754.0,24.8,33.4,113.0
2025-06-14 09:00:00,86.6,300.8,698.0,19.9,34.2,155.0
2025-06-14 10:00:00,88.0,322.2,593.0,13.1,33.8,208.0
2025-06-14 11:00:00,90.6,355.8,512.0,7.9,32.8,247.0
2025-06-14 12:00:00,92.2,380.0,486.0,5.8,31.2,264.0
2025-06-14 13:00:00,92.2,386.5,483.0,5.4,29.0,267.0
2025-06-14 14:00:00,89.9,371.6,488.0,5.9,27.2,265.0
2025-06-14 15:00:00,84.8,339.9,496.0,7.2,25.9,258.0
2025-06-14 16:00:00,79.4,308.3,510.0,9.4,25.0,246.0
2025-06-14 17:00:00,72.6,308.3,525.0,13.0,23.6,226.0
2025-06-14 18:00:00,72.4,262.6,534.0,20.2,25.5,199.0
2025-06-14 19:00:00,74.5,238.0,544.0,29.9,28.0,162.0
2025-06-14 20:00:00,81.3,250.5,567.0,36.6,29.4,131.0
2025-06-14 21:00:00,87.3,318.5,625.0,37.5,28.7,111.0
2025-06-14 22:00:00,93.4,380.9,697.0,35.3,26.9,97.0
2025-06-14 23:00:00,99.2,448.0,730.0,32.3,25.0,88.0
2025-06-15 00:00:00,104.8,495.5,685.0,28.5,23.0,87.0
2025-06-15 01:00:00,106.9,527.1,602.0,23.9,20.8,91.0
2025-06-15 02:00:00,110.1,547.6,544.0,20.7,19.4,94.0
2025-06-15 03:00:00,111.3,545.8,544.0,19.9,18.9,90.0
2025-06-15 04:00:00,111.1,529.0,569.0,20.4,19.1,84.0
2025-06-15 05:00:00,99.2,416.3,591.0,24.8,21.6,78.0
2025-06-15 06:00:00,91.0,330.6,597.0,26.2,22.5,84.0
2025-06-15 07:00:00,82.7,289.6,599.0,27.8,23.8,94.0
2025-06-15 08:00:00,82.7,293.4,602.0,27.3,25.9,113.0
2025-06-15 09:00:00,85.0,316.6,615.0,22.5,29.8,150.0
2025-06-15 10:00:00,97.1,414.4,629.0,15.6,34.4,197.0
2025-06-15 11:00:00,101.7,437.7,625.0,10.1,36.5,231.0
2025-06-15 12:00:00,104.3,467.5,586.0,7.3,33.6,243.0
2025-06-15 13:00:00,103.1,476.8,529.0,6.0,28.2,241.0
2025-06-15 14:00:00,101.7,493.6,491.0,6.0,24.0,235.0
2025-06-15 15:00:00,103.4,529.0,494.0,7.6,22.8,225.0
2025-06-15 16:00:00,100.8,489.9,516.0,10.5,22.8,210.0
2025-06-15 17:00:00,99.9,519.7,529.0,14.5,27.4,186.0
2025-06-15 18:00:00,103.1,529.0,515.0,20.3,28.8,163.0
2025-06-15 19:00:00,111.1,543.9,492.0,28.4,30.7,131.0
2025-06-15 20:00:00,117.6,530.9,488.0,34.4,32.4,104.0
2025-06-15 21:00:00,118.3,512.2,526.0,36.6,34.0,88.0
2025-06-15 22:00:00,116.6,472.2,584.0,36.8,35.3,78.0
2025-06-15 23:00:00,113.6,435.9,620.0,35.8,35.4,72.0
2025-06-16 00:00:00,110.4,417.2,616.0,33.4,33.4,70.0
2025-06-16 01:00:00,105.2,384.6,590.0,29.9,30.2,72.0
2025-06-16 02:00:00,100.8,346.5,562.0,27.2,27.5,73.0
2025-06-16 03:00:00,95.5,291.5,515.0,26.5,25.8,70.0
2025-06-16 04:00:00,93.8,280.3,465.0,26.6,24.6,67.0
2025-06-16 05:00:00,78.5,172.3,476.0,19.7,22.6,91.0
2025-06-16 06:00:00,73.8,164.8,609.0,22.9,24.0,95.0
2025-06-16 07:00:00,72.6,171.4,803.0,27.2,26.0,101.0
2025-06-16 08:00:00,74.3,180.7,941.0,28.5,28.1,117.0
2025-06-16 09:00:00,77.3,215.1,977.0,24.2,30.7,152.0
2025-06-16 10:00:00,80.6,256.1,957.0,16.9,33.4,196.0
2025-06-16 11:00:00,85.9,302.7,902.0,11.2,34.0,227.0
2025-06-16 12:00:00,85.2,312.9,787.0,8.5,30.7,233.0
2025-06-16 13:00:00,78.5,269.2,638.0,7.3,25.5,226.0
2025-06-16 14:00:00,77.1,287.8,546.0,7.2,21.6,219.0
2025-06-16 15:00:00,78.7,294.3,557.0,8.3,20.7,218.0
2025-06-16 16:00:00,79.6,294.3,626.0,10.6,21.2,216.0
2025-06-16 17:00:00,85.9,448.0,713.0,13.1,19.9,173.0
2025-06-16 18:00:00,84.3,369.7,832.0,18.0,22.8,153.0
2025-06-16 19:00:00,87.8,326.0,969.0,24.9,26.7,125.0
2025-06-16 20:00:00,86.8,281.3,1043.0,30.3,29.0,102.0
2025-06-16 21:00:00,77.5,196.0,1007.0,33.0,28.2,88.0
2025-06-16 22:00:00,75.0,146.7,907.0,34.4,25.9,79.0
2025-06-16 23:00:00,79.4,136.9,799.0,34.7,24.0,72.0
2025-06-17 00:00:00,74.7,113.2,685.0,34.0,23.7,67.0
2025-06-17 01:00:00,70.5,99.0,562.0,32.4,23.9,65.0
2025-06-17 02:00:00,65.9,89.9,479.0,30.2,23.4,66.0
2025-06-17 03:00:00,57.0,77.8,451.0,26.5,21.0,71.0
2025-06-17 04:00:00,48.5,71.5,464.0,22.3,17.8,79.0
2025-06-17 05:00:00,42.6,117.8,521.0,20.9,17.1,74.0
2025-06-17 06:00:00,38.5,122.0,669.0,24.5,19.1,73.0
2025-06-17 07:00:00,40.6,112.2,863.0,29.2,22.0,73.0
2025-06-17 08:00:00,43.8,108.0,968.0,30.8,24.5,84.0
2025-06-17 09:00:00,45.2,108.3,901.0,26.5,26.5,115.0
2025-06-17 10:00:00,44.9,134.1,747.0,19.1,28.1,158.0
2025-06-17 11:00:00,44.2,145.3,622.0,13.0,28.8,193.0
2025-06-17 12:00:00,38.6,90.6,569.0,9.6,27.9,216.0
2025-06-17 13:00:00,39.1,93.8,545.0,7.6,26.0,232.0
2025-06-17 14:00:00,40.7,104.3,545.0,7.1,24.6,240.0
2025-06-17 15:00:00,42.3,105.9,551.0,7.2,23.8,239.0
2025-06-17 16:00:00,43.4,106.4,581.0,9.0,23.4,230.0
2025-06-17 17:00:00,53.9,69.8,679.0,35.6,31.0,149.0
2025-06-17 18:00:00,60.5,82.7,929.0,42.9,36.2,133.0
2025-06-17 19:00:00,66.6,92.0,1248.0,53.2,43.4,111.0
2025-06-17 20:00:00,82.0,107.8,1430.0,62.3,48.6,89.0
2025-06-17 21:00:00,91.5,116.4,1356.0,70.3,50.3,68.0
2025-06-17 22:00:00,100.8,122.9,1145.0,77.2,50.1,48.0
2025-06-17 23:00:00,105.2,127.1,948.0,78.8,48.6,35.0
2025-06-18 00:00:00,101.0,127.6,806.0,71.6,45.4,34.0
2025-06-18 01:00:00,98.5,127.1,678.0,59.2,41.0,40.0
2025-06-18 02:00:00,94.3,142.0,594.0,48.2,36.7,47.0
2025-06-18 03:00:00,85.2,115.7,575.0,40.8,33.0,51.0
2025-06-18 04:00:00,75.2,96.4,600.0,34.8,29.6,56.0
2025-06-18 05:00:00,46.8,46.8,639.0,22.3,23.9,85.0
2025-06-18 06:00:00,44.7,44.7,700.0,25.2,23.9,82.0
2025-06-18 07:00:00,41.7,41.8,774.0,28.9,24.0,80.0
2025-06-18 08:00:00,34.8,34.9,802.0,30.0,25.2,86.0
2025-06-18 09:00:00,25.9,26.0,739.0,26.0,29.0,110.0
2025-06-18 10:00:00,22.6,22.7,630.0,19.3,33.8,143.0
2025-06-18 11:00:00,23.5,23.6,545.0,13.6,36.2,169.0
2025-06-18 12:00:00,24.0,24.2,508.0,10.0,33.7,184.0
2025-06-18 13:00:00,23.9,24.3,496.0,7.4,28.8,192.0
2025-06-18 14:00:00,24.6,34.7,509.0,6.6,25.3,195.0
2025-06-18 15:00:00,26.4,70.8,526.0,7.1,25.0,195.0
2025-06-18 16:00:00,31.8,116.2,569.0,9.3,26.2,190.0
2025-06-18 17:00:00,45.3,49.7,705.0,15.9,32.2,187.0
2025-06-18 18:00:00,49.2,65.2,1055.0,24.8,32.6,161.0
2025-06-18 19:00:00,54.5,63.6,1498.0,37.0,33.2,124.0
2025-06-18 20:00:00,60.3,65.4,1737.0,45.9,33.3,94.0
2025-06-18 21:00:00,64.5,68.7,1592.0,48.8,32.8,78.0
2025-06-18 22:00:00,64.0,68.5,1243.0,48.4,31.8,69.0
2025-06-18 23:00:00,62.9,68.9,934.0,46.7,30.1,62.0
2025-06-19 00:00:00,59.6,67.1,751.0,43.8,27.1,57.0
2025-06-19 01:00:00,55.2,64.0,608.0,39.6,23.3,54.0
2025-06-19 02:00:00,50.8,60.5,495.0,35.8,20.3,52.0
2025-06-19 03:00:00,47.4,56.6,400.0,33.1,18.3,50.0
2025-06-19 04:00:00,44.8,52.7,334.0,30.7,17.1,48.0
2025-06-19 05:00:00,55.4,57.3,326.0,37.8,17.8,41.0
2025-06-19 06:00:00,50.4,54.5,428.0,33.9,20.5,60.0
2025-06-19 07:00:00,46.7,62.2,586.0,28.2,24.2,88.0
2025-06-19 08:00:00,42.4,58.7,672.0,22.7,26.9,116.0
2025-06-19 09:00:00,37.5,59.8,607.0,17.4,27.7,144.0
2025-06-19 10:00:00,35.9,64.3,469.0,12.1,27.5,172.0
2025-06-19 11:00:00,35.5,64.0,359.0,8.2,26.7,192.0
2025-06-19 12:00:00,36.2,77.8,312.0,6.3,24.8,200.0
2025-06-19 13:00:00,33.9,57.2,293.0,5.7,22.4,199.0
2025-06-19 14:00:00,32.4,49.1,297.0,6.3,21.0,196.0
2025-06-19 15:00:00,34.5,97.3,317.0,7.3,21.6,192.0
2025-06-19 16:00:00,31.8,69.4,359.0,9.3,23.2,186.0
2025-06-19 17:00:00,43.2,111.8,438.0,14.5,30.1,194.0
2025-06-19 18:00:00,46.0,125.3,600.0,23.0,30.6,166.0
2025-06-19 19:00:00,51.3,93.8,800.0,34.6,31.1,126.0
2025-06-19 20:00:00,53.1,80.6,915.0,43.0,31.0,94.0
2025-06-19 21:00:00,52.4,74.7,878.0,45.3,29.7,76.0
2025-06-19 22:00:00,53.0,72.4,756.0,44.5,27.7,66.0
2025-06-19 23:00:00,54.4,71.7,632.0,42.5,25.5,59.0
2025-06-20 00:00:00,55.3,70.5,519.0,39.9,23.0,54.0
2025-06-20 01:00:00,56.7,69.8,402.0,36.1,20.4,52.0
2025-06-20 02:00:00,55.3,67.5,324.0,32.3,18.2,53.0
2025-06-20 03:00:00,52.3,67.1,301.0,28.3,16.7,56.0
2025-06-20 04:00:00,49.1,63.1,316.0,24.1,15.8,62.0
2025-06-20 05:00:00,42.5,61.0,355.0,23.2,17.5,66.0
2025-06-20 06:00:00,37.7,53.2,439.0,23.9,20.0,68.0
2025-06-20 07:00:00,31.2,42.7,548.0,24.7,23.5,72.0
2025-06-20 08:00:00,27.6,42.5,608.0,24.2,25.7,80.0
2025-06-20 09:00:00,24.4,33.9,572.0,21.1,25.5,96.0
2025-06-20 10:00:00,20.1,23.7,487.0,16.6,24.1,116.0
2025-06-20 11:00:00,17.6,19.3,424.0,13.1,22.8,133.0
2025-06-20 12:00:00,16.6,17.5,409.0,11.0,21.9,147.0
2025-06-20 13:00:00,16.6,17.6,415.0,9.9,21.2,158.0
2025-06-20 14:00:00,18.3,19.6,431.0,10.5,20.7,163.0
2025-06-20 15:00:00,20.1,21.9,449.0,12.8,20.6,160.0
2025-06-20 16:00:00,21.8,23.7,477.0,16.9,20.8,151.0
2025-06-20 17:00:00,45.6,120.1,526.0,14.2,22.3,156.0
2025-06-20 18:00:00,48.7,135.0,620.0,22.3,23.4,133.0
2025-06-20 19:00:00,57.0,157.9,736.0,33.5,25.0,101.0
2025-06-20 20:00:00,64.0,193.7,808.0,42.3,26.2,74.0
2025-06-20 21:00:00,69.8,216.1,807.0,46.6,27.0,58.0
2025-06-20 22:00:00,74.7,230.0,764.0,48.5,27.4,47.0
2025-06-20 23:00:00,77.5,238.0,706.0,48.6,27.1,40.0
2025-06-21 00:00:00,77.5,237.5,629.0,46.2,25.6,37.0
2025-06-21 01:00:00,75.9,210.9,538.0,42.0,23.4,38.0
2025-06-21 02:00:00,74.5,185.8,477.0,38.5,21.7,39.0
2025-06-21 03:00:00,75.2,168.1,467.0,37.3,20.9,36.0
2025-06-21 04:00:00,74.5,153.2,487.0,36.9,20.6,33.0
2025-06-21 05:00:00,81.0,156.5,516.0,43.9,20.7,24.0
2025-06-21 06:00:00,80.6,143.9,566.0,38.2,23.7,47.0
2025-06-21 07:00:00,76.4,156.5,626.0,30.1,27.9,80.0
2025-06-21 08:00:00,59.4,144.8,643.0,22.8,30.9,112.0
2025-06-21 09:00:00,48.5,108.7,578.0,17.1,31.7,142.0
2025-06-21 10:00:00,45.2,81.3,470.0,12.2,31.3,172.0
2025-06-21 11:00:00,44.4,70.3,389.0,8.6,30.8,197.0
2025-06-21 12:00:00,44.4,63.3,361.0,6.6,30.1,217.0
2025-06-21 13:00:00,44.6,59.4,359.0,6.0,29.3,232.0
2025-06-21 14:00:00,44.9,57.3,373.0,6.5,28.9,241.0
2025-06-21 15:00:00,45.3,55.5,363.0,6.4,29.0,244.0
2025-06-21 16:00:00,44.4,53.1,370.0,7.3,29.6,240.0
2025-06-21 17:00:00,36.9,39.6,503.0,13.3,25.4,194.0
2025-06-21 18:00:00,41.7,63.1,902.0,27.9,28.2,162.0
2025-06-21 19:00:00,51.6,73.8,1427.0,48.1,32.0,117.0
2025-06-21 20:00:00,59.4,91.0,1768.0,63.2,34.6,80.0
2025-06-21 21:00:00,61.2,99.9,1773.0,68.5,34.9,59.0
2025-06-21 22:00:00,62.6,104.3,1594.0,68.7,34.0,47.0
2025-06-21 23:00:00,62.6,105.7,1373.0,67.7,32.5,38.0
2025-06-22 00:00:00,61.7,101.5,1119.0,66.4,30.1,32.0
2025-06-22 01:00:00,61.0,97.6,823.0,63.9,27.1,29.0
2025-06-22 02:00:00,60.5,94.5,596.0,61.3,24.8,28.0
2025-06-22 03:00:00,59.6,91.3,486.0,59.4,23.5,25.0
2025-06-22 04:00:00,58.3,88.2,446.0,57.3,22.9,23.0
2025-06-22 05:00:00,61.0,75.9,443.0,50.9,19.3,26.0
2025-06-22 06:00:00,58.9,73.6,495.0,46.1,20.8,43.0
2025-06-22 07:00:00,56.7,71.0,585.0,39.3,23.0,67.0
2025-06-22 08:00:00,51.9,94.5,628.0,32.3,25.4,94.0
2025-06-22 09:00:00,42.5,70.8,568.0,25.2,28.4,125.0
2025-06-22 10:00:00,40.6,57.7,462.0,18.0,31.7,159.0
2025-06-22 11:00:00,42.0,59.0,395.0,12.5,33.7,188.0
2025-06-22 12:00:00,45.6,64.7,410.0,9.6,33.5,211.0
2025-06-22 13:00:00,47.3,64.5,465.0,8.5,32.1,230.0
2025-06-22 14:00:00,48.8,61.0,518.0,8.7,30.7,240.0
2025-06-22 15:00:00,51.1,64.5,557.0,9.6,29.4,241.0
2025-06-22 16:00:00,52.3,91.3,595.0,11.8,28.1,234.0
2025-06-22 17:00:00,54.6,74.0,627.0,17.0,42.6,250.0
2025-06-22 18:00:00,56.0,86.8,642.0,23.3,40.7,217.0
2025-06-22 19:00:00,61.9,88.9,651.0,32.0,38.0,171.0
2025-06-22 20:00:00,61.5,125.7,683.0,38.5,35.2,131.0
2025-06-22 21:00:00,60.3,123.4,774.0,41.0,32.4,104.0
2025-06-22 22:00:00,62.6,126.7,886.0,41.3,29.6,83.0
2025-06-22 23:00:00,68.7,170.0,939.0,40.3,27.0,70.0
2025-06-23 00:00:00,67.1,174.6,874.0,37.5,24.6,66.0
2025-06-23 01:00:00,67.5,173.7,748.0,33.4,22.4,70.0
2025-06-23 02:00:00,65.7,159.3,654.0,30.2,21.2,73.0
2025-06-23 03:00:00,62.6,141.1,630.0,29.0,20.9,72.0
2025-06-23 04:00:00,62.6,134.1,638.0,28.7,21.7,70.0
2025-06-23 05:00:00,88.9,299.0,654.0,39.4,21.2,42.0
2025-06-23 06:00:00,81.3,246.8,679.0,38.0,22.5,52.0
2025-06-23 07:00:00,75.4,234.7,712.0,35.8,24.5,68.0
2025-06-23 08:00:00,66.8,177.9,721.0,32.2,27.1,91.0
2025-06-23 09:00:00,55.4,127.6,687.0,26.0,31.6,126.0
2025-06-23 10:00:00,49.9,93.1,630.0,18.3,36.7,169.0
2025-06-23 11:00:00,54.5,82.0,576.0,12.3,39.0,202.0
2025-06-23 12:00:00,60.1,81.5,533.0,9.0,35.6,219.0
2025-06-23 13:00:00,60.3,81.7,493.0,7.4,29.4,226.0
2025-06-23 14:00:00,61.2,88.2,466.0,7.2,25.5,231.0
2025-06-23 15:00:00,63.1,87.3,457.0,6.5,26.0,240.0
2025-06-23 16:00:00,68.9,97.1,460.0,7.2,28.9,246.0
2025-06-23 17:00:00,59.8,120.1,467.0,15.0,27.4,200.0
2025-06-23 18:00:00,59.6,132.2,476.0,25.3,28.3,168.0
2025-06-23 19:00:00,63.1,126.2,490.0,39.4,29.5,124.0
2025-06-23 20:00:00,64.7,122.0,509.0,48.8,29.7,89.0
2025-06-23 21:00:00,62.4,120.1,543.0,49.2,28.2,73.0
2025-06-23 22:00:00,60.1,119.0,582.0,44.8,25.7,68.0
2025-06-23 23:00:00,57.3,124.3,603.0,40.2,23.4,64.0
2025-06-24 00:00:00,54.2,126.2,588.0,36.5,21.5,62.0
2025-06-24 01:00:00,51.7,116.9,555.0,32.5,19.8,62.0
2025-06-24 02:00:00,51.3,126.2,528.0,29.4,18.6,61.0
2025-06-24 03:00:00,52.6,151.3,505.0,27.9,17.9,57.0
2025-06-24 04:00:00,53.7,169.0,489.0,27.2,17.8,52.0
2025-06-24 05:00:00,54.6,102.2,509.0,28.0,18.5,57.0
2025-06-24 06:00:00,54.0,98.7,610.0,29.0,20.7,64.0
2025-06-24 07:00:00,55.6,117.8,747.0,30.3,23.9,76.0
2025-06-24 08:00:00,56.1,122.0,820.0,29.8,27.5,95.0
2025-06-24 09:00:00,54.6,131.8,767.0,26.2,31.9,128.0
2025-06-24 10:00:00,53.4,124.8,650.0,20.8,36.6,168.0
2025-06-24 11:00:00,55.8,120.1,555.0,16.0,39.8,205.0
2025-06-24 12:00:00,62.6,143.9,511.0,12.3,40.2,237.0
2025-06-24 13:00:00,66.4,148.1,488.0,9.1,39.2,265.0
2025-06-24 14:00:00,68.7,157.9,488.0,7.7,38.3,282.0
2025-06-24 15:00:00,70.5,165.8,525.0,7.5,38.3,287.0
2025-06-24 16:00:00,71.9,165.8,585.0,9.0,38.5,282.0
2025-06-24 17:00:00,70.1,102.0,621.0,15.8,36.1,242.0
2025-06-24 18:00:00,71.0,124.8,601.0,25.7,37.7,210.0
2025-06-24 19:00:00,75.2,105.0,556.0,39.3,39.8,166.0
